settlement_date,participant_id,run_type,energy_amount_aud,fcas_amount_aud,interconnector_residue_aud,total_aud,settlement_status
2024-04-04,ENGIE,FINAL,736680.49,23519.55,-383.34,759816.7,FINAL
2025-08-07,AGL_ENERGY,PRELIMINARY,5185659.65,5777.5,6621.7,5198058.85,PENDING
2023-12-14,ACCIONA,PRELIMINARY,1065829.71,29673.88,7091.92,1102595.51,PENDING
2025-08-07,ENERGY_AUSTRALIA,PRELIMINARY,-316649.56,-22667.77,4356.64,-334960.69,PENDING
2025-07-24,AGL_ENERGY,PRELIMINARY,200848.93,9181.91,-17928.6,192102.24,PENDING
2024-03-14,ENERGY_AUSTRALIA,REVISED,352984.11,-36820.78,35903.37,352066.7,PENDING
2024-05-02,DELTA_ELECTRICITY,REVISED,812761.21,8678.57,12408.92,833848.7,PENDING
2024-12-26,STANWELL,FINAL,150229.73,4447.19,8931.81,163608.73,FINAL
2024-03-21,GLENCORE,FINAL,488411.75,45595.05,-9265.67,524741.13,FINAL
2025-08-07,NEOEN,REVISED,256907.05,7646.94,-24030.51,240523.48,FINAL
2025-03-27,ERM_POWER,FINAL,826004.6,-4069.49,-10641.23,811293.88,FINAL
2023-11-16,CS_ENERGY,REVISED,-238514.14,60279.49,-7570.43,-185805.08,FINAL
2024-10-24,ORIGIN,FINAL,749854.23,40046.12,-12512.66,777387.69,PENDING
2025-07-17,ACCIONA,REVISED,-2263906.06,7873.8,8436.33,-2247595.93,FINAL
2024-02-08,STANWELL,FINAL,204050.91,36121.62,-19811.48,220361.05,FINAL
2025-04-17,NEOEN,FINAL,485344.87,42047.23,-27142.72,500249.38,FINAL
2024-08-01,ORIGIN,PRELIMINARY,187694.8,20303.29,-22005.46,185992.63,PENDING
2025-06-19,ENGIE,FINAL,172310.37,39157.02,18365.51,229832.9,FINAL
2025-08-21,WIND_LAB_NS,REVISED,262078.91,-14923.51,5901.02,253056.42,FINAL
2024-10-10,ENERGY_AUSTRALIA,FINAL,230414.49,-51633.4,8724.14,187505.23,FINAL
2025-03-20,AGL_ENERGY,REVISED,-1937708.65,-20775.18,1009.79,-1957474.04,DISPUTED
2025-06-12,ERM_POWER,FINAL,166898.27,37580.34,-5452.33,199026.28,FINAL
2025-07-31,GLENCORE,FINAL,90305.88,43628.3,6054.62,139988.8,FINAL
2024-09-12,HYDRO_TASMANIA,FINAL,472385.72,8644.21,-967.39,480062.54,FINAL
2024-02-15,ORIGIN,PRELIMINARY,558133.01,-24401.93,-16513.08,517218.0,PENDING
2025-11-13,STANWELL,REVISED,497377.08,-3500.68,-293.37,493583.03,FINAL
2025-08-07,ACCIONA,FINAL,350523.1,15340.77,5707.61,371571.48,FINAL
2024-12-12,CS_ENERGY,FINAL,716718.84,-137294.68,-9604.09,569820.07,PENDING
2024-09-26,WIND_LAB_NS,FINAL,-1257638.77,40746.12,34127.8,-1182764.85,FINAL
2025-04-24,ERM_POWER,PRELIMINARY,868607.73,25415.36,-3391.77,890631.32,PENDING
2025-10-30,GLENCORE,FINAL,-1165516.3,-13456.01,-1838.44,-1180810.75,FINAL
2024-05-30,STANWELL,FINAL,1793634.01,11617.32,23776.43,1829027.76,FINAL
2024-10-03,ENGIE,FINAL,2684780.48,71499.75,7220.73,2763500.96,FINAL
2024-12-12,STANWELL,FINAL,831273.7,13370.6,-29026.62,815617.68,FINAL
2024-05-02,WIND_LAB_NS,FINAL,996348.88,-1279.7,13653.58,1008722.76,PENDING
2024-08-15,WIND_LAB_NS,REVISED,128324.36,-5248.46,-309.62,122766.28,FINAL
2024-06-27,STANWELL,FINAL,380945.49,6852.67,-16673.37,371124.79,DISPUTED
2023-11-16,ACCIONA,FINAL,-170167.05,9936.59,10971.54,-149258.92,DISPUTED
2025-04-10,ERM_POWER,FINAL,236774.56,70230.28,-24230.96,282773.88,FINAL
2025-06-26,ENERGY_AUSTRALIA,REVISED,-395840.94,-24041.12,-21280.01,-441162.07,FINAL
2025-02-20,ENGIE,FINAL,265340.47,-16300.1,-31542.36,217498.01,FINAL
2024-12-05,DELTA_ELECTRICITY,FINAL,2966489.54,-38550.44,8193.84,2936132.94,PENDING
2025-01-30,CS_ENERGY,REVISED,2343999.8,13593.07,-10132.81,2347460.06,FINAL
2025-08-28,GLENCORE,FINAL,-219664.81,3038.83,-13214.61,-229840.59,FINAL
2025-05-01,ENERGY_AUSTRALIA,FINAL,235832.68,16765.15,-23097.44,229500.39,FINAL
2023-12-28,WIND_LAB_NS,FINAL,245263.63,9781.5,10937.5,265982.63,FINAL
2025-02-20,DELTA_ELECTRICITY,REVISED,-178330.0,9673.42,10592.29,-158064.29,FINAL
2025-03-27,GLENCORE,FINAL,720260.24,10610.96,-15901.57,714969.63,FINAL
2025-10-02,CS_ENERGY,FINAL,-2409273.03,15893.94,14472.85,-2378906.24,FINAL
2024-06-20,AGL_ENERGY,FINAL,-68019.9,80530.14,4801.14,17311.38,FINAL
2025-01-09,SNOWY_HYDRO,FINAL,2256346.15,25935.61,-11182.57,2271099.19,FINAL
2024-08-22,ERM_POWER,FINAL,302764.47,16309.44,18144.99,337218.9,FINAL
2024-08-15,CS_ENERGY,PRELIMINARY,-275603.06,44068.59,-27778.74,-259313.21,PENDING
2024-11-07,ENGIE,FINAL,152137.9,4871.41,5799.51,162808.82,FINAL
2025-06-05,WIND_LAB_NS,FINAL,1088585.23,-12568.43,3481.84,1079498.64,FINAL
2024-12-19,GLENCORE,REVISED,170633.52,7947.25,-22058.32,156522.45,PENDING
2025-10-30,HYDRO_TASMANIA,REVISED,52713.07,-28761.32,-5163.92,18787.83,FINAL
2025-02-20,STANWELL,FINAL,161553.63,40303.68,-282.09,201575.22,FINAL
2025-05-08,HYDRO_TASMANIA,FINAL,-382568.84,9348.69,-4005.18,-377225.33,FINAL
2024-08-22,ERM_POWER,FINAL,1758756.04,8393.7,-11037.62,1756112.12,FINAL
2025-07-03,WIND_LAB_NS,FINAL,3914149.69,10451.67,15961.76,3940563.12,DISPUTED
2024-05-23,CS_ENERGY,FINAL,3446553.2,-5054.36,5087.1,3446585.94,FINAL
2024-12-12,DELTA_ELECTRICITY,FINAL,-1286625.8,13560.69,-12700.3,-1285765.41,FINAL
2024-10-24,ORIGIN,FINAL,49530.08,-16176.46,-8161.94,25191.68,FINAL
2023-12-07,DELTA_ELECTRICITY,FINAL,293063.75,-6421.88,-13611.81,273030.06,FINAL
2024-04-04,ENERGY_AUSTRALIA,REVISED,-86632.96,30133.71,9688.9,-46810.35,FINAL
2024-06-13,SNOWY_HYDRO,FINAL,29528.68,12410.75,117.92,42057.35,FINAL
2025-03-20,STANWELL,FINAL,797055.65,-22849.51,14658.66,788864.8,FINAL
2025-09-25,ENERGY_AUSTRALIA,FINAL,3017772.09,18744.88,24820.41,3061337.38,FINAL
2024-04-04,ERM_POWER,REVISED,261738.33,36751.07,26089.22,324578.62,FINAL
2024-07-25,ENGIE,FINAL,3330469.47,82475.99,342.86,3413288.32,FINAL
2024-03-07,SNOWY_HYDRO,REVISED,161567.06,7786.51,-1965.3,167388.27,FINAL
2025-05-15,STANWELL,FINAL,93423.72,17631.64,6703.16,117758.52,FINAL
2024-09-19,HYDRO_TASMANIA,FINAL,-105851.07,-12057.98,30784.32,-87124.73,FINAL
2024-11-14,ORIGIN,FINAL,858815.72,4948.31,-9762.02,854002.01,DISPUTED
2024-07-04,WIND_LAB_NS,REVISED,383076.02,74416.03,-411.2,457080.85,FINAL
2024-02-22,WIND_LAB_NS,REVISED,507302.23,-27395.47,-3037.36,476869.4,FINAL
2025-05-01,ORIGIN,FINAL,624013.22,15240.0,-13917.65,625335.57,FINAL
2024-08-29,AGL_ENERGY,FINAL,987214.23,-51315.49,-8233.62,927665.12,FINAL
2024-03-28,ACCIONA,FINAL,2880205.4,118942.72,10335.69,3009483.81,FINAL
2024-08-01,CS_ENERGY,FINAL,712645.1,-9679.43,26601.48,729567.15,FINAL
2024-06-27,STANWELL,REVISED,-354156.44,282656.53,-7046.49,-78546.4,FINAL
2023-12-28,ENERGY_AUSTRALIA,FINAL,219444.46,20899.9,-8933.14,231411.22,FINAL
2025-01-30,ERM_POWER,FINAL,195103.36,25844.12,-14522.12,206425.36,FINAL
2024-05-23,SNOWY_HYDRO,FINAL,113054.77,-19067.43,1295.95,95283.29,FINAL
2025-05-01,AGL_ENERGY,REVISED,-1470895.66,34865.17,17969.68,-1418060.81,PENDING
2024-04-18,HYDRO_TASMANIA,FINAL,857256.04,26146.08,-21638.92,861763.2,FINAL
2025-11-13,GLENCORE,PRELIMINARY,-368267.52,168311.59,-24229.17,-224185.1,PENDING
2024-04-25,DELTA_ELECTRICITY,REVISED,389431.56,20051.06,-16220.73,393261.89,FINAL
2024-09-12,DELTA_ELECTRICITY,PRELIMINARY,1613469.37,4240.47,-24087.5,1593622.34,PENDING
2024-12-05,DELTA_ELECTRICITY,FINAL,873247.76,11883.53,20854.8,905986.09,FINAL
2025-07-10,ORIGIN,REVISED,776432.65,-24354.41,-11777.7,740300.54,FINAL
2025-05-15,AGL_ENERGY,FINAL,1060683.36,-30277.46,13830.88,1044236.78,FINAL
2024-10-17,ENERGY_AUSTRALIA,FINAL,114383.63,-22823.0,11493.15,103053.78,FINAL
2025-09-18,DELTA_ELECTRICITY,FINAL,117519.54,29091.53,-730.79,145880.28,FINAL
2024-04-04,ENGIE,FINAL,-3861362.9,-28049.35,-9607.67,-3899019.92,FINAL
2024-09-12,SNOWY_HYDRO,PRELIMINARY,46597.14,-6287.98,-32066.92,8242.24,PENDING
2024-11-21,AGL_ENERGY,FINAL,-62959.62,-11245.06,1075.03,-73129.65,FINAL
2025-02-13,SNOWY_HYDRO,FINAL,1856889.82,7929.96,12622.3,1877442.08,FINAL
2025-10-09,AGL_ENERGY,REVISED,1912768.33,126854.35,10011.05,2049633.73,FINAL
2025-03-13,ACCIONA,FINAL,-315896.58,-79078.75,4632.4,-390342.93,FINAL
2024-05-02,ENERGY_AUSTRALIA,REVISED,234997.44,98727.5,3431.13,337156.07,DISPUTED
2024-04-11,NEOEN,FINAL,573007.0,22235.89,14180.06,609422.95,FINAL
2025-08-07,NEOEN,REVISED,134843.04,-115542.69,-12373.39,6926.96,FINAL
2024-07-11,ERM_POWER,FINAL,-3823996.4,16041.93,-21267.28,-3829221.75,FINAL
2023-11-30,DELTA_ELECTRICITY,FINAL,-1009165.37,51286.28,-12637.75,-970516.84,FINAL
2025-07-24,DELTA_ELECTRICITY,REVISED,-159873.82,10173.16,-52.36,-149753.02,PENDING
2025-01-02,SNOWY_HYDRO,FINAL,246295.22,5685.07,-32911.55,219068.74,FINAL
2025-03-20,ACCIONA,REVISED,362922.63,41287.25,8977.73,413187.61,FINAL
2025-01-16,ERM_POWER,FINAL,-540295.75,9626.93,260.3,-530408.52,FINAL
2025-05-15,ACCIONA,FINAL,166641.91,-29302.44,9586.04,146925.51,FINAL
2024-03-28,NEOEN,FINAL,-517606.82,-50559.89,-10385.45,-578552.16,FINAL
2024-03-21,NEOEN,FINAL,1232223.59,4474.0,20602.24,1257299.83,FINAL
2024-12-12,AGL_ENERGY,PRELIMINARY,4184231.37,3628.97,-14497.43,4173362.91,PENDING
2024-01-18,DELTA_ELECTRICITY,FINAL,433386.44,12049.23,13020.5,458456.17,FINAL
2025-08-14,NEOEN,FINAL,97010.08,-3105.81,-17743.98,76160.29,FINAL
2025-06-12,NEOEN,REVISED,-641103.22,48410.39,-7443.86,-600136.69,FINAL
2024-03-21,ERM_POWER,FINAL,397409.92,19785.99,3597.41,420793.32,FINAL
2025-09-25,WIND_LAB_NS,FINAL,12346.91,17422.07,-10035.2,19733.78,FINAL
2024-10-10,DELTA_ELECTRICITY,FINAL,836864.02,42867.01,-3924.36,875806.67,FINAL
2024-01-25,ENGIE,FINAL,-238869.41,66663.56,-17115.22,-189321.07,FINAL
2025-02-20,ERM_POWER,PRELIMINARY,-1362896.28,14889.62,16298.16,-1331708.5,PENDING
2023-11-16,HYDRO_TASMANIA,FINAL,-276982.0,28383.62,22937.83,-225660.55,FINAL
2024-02-15,STANWELL,REVISED,1865507.18,36544.73,-3953.14,1898098.77,FINAL
2024-01-04,ERM_POWER,FINAL,1938090.19,-7426.0,-11481.03,1919183.16,FINAL
2025-03-20,ENGIE,REVISED,746104.24,17125.26,-9928.85,753300.65,FINAL
2024-03-28,DELTA_ELECTRICITY,FINAL,717647.35,25203.59,20374.56,763225.5,FINAL
2024-01-11,ORIGIN,PRELIMINARY,-1276968.5,28255.35,22558.82,-1226154.33,PENDING
2023-12-28,DELTA_ELECTRICITY,FINAL,-149962.13,38549.25,2175.97,-109236.91,FINAL
2024-10-03,AGL_ENERGY,FINAL,542715.18,30709.5,-6897.32,566527.36,FINAL
2025-07-03,CS_ENERGY,FINAL,404196.16,-9788.4,17702.35,412110.11,FINAL
2025-05-22,ENERGY_AUSTRALIA,PRELIMINARY,155760.78,-8462.38,13000.35,160298.75,PENDING
2025-05-22,ERM_POWER,REVISED,1228100.22,42914.92,-6963.4,1264051.74,FINAL
2024-12-26,DELTA_ELECTRICITY,FINAL,80990.36,56391.14,11965.13,149346.63,FINAL
2025-05-01,NEOEN,REVISED,-742403.67,34788.17,16506.57,-691108.93,FINAL
2024-06-27,GLENCORE,FINAL,85717.55,6203.66,-2369.91,89551.3,FINAL
2025-07-17,ENGIE,FINAL,632988.85,-5202.44,7184.22,634970.63,FINAL
2024-01-25,NEOEN,REVISED,660443.53,-22325.88,-41197.31,596920.34,FINAL
2023-12-21,WIND_LAB_NS,FINAL,-518203.94,33329.17,44945.07,-439929.7,FINAL
2024-05-02,SNOWY_HYDRO,FINAL,-6165108.41,-189078.13,7453.78,-6346732.76,FINAL
2025-10-23,NEOEN,FINAL,1143372.83,18379.62,2917.09,1164669.54,FINAL
2024-02-22,HYDRO_TASMANIA,FINAL,30965.57,63303.13,20366.82,114635.52,FINAL
2024-08-22,STANWELL,FINAL,63686.06,1685.31,-16920.23,48451.14,FINAL
2025-06-26,AGL_ENERGY,FINAL,7116924.19,177188.4,-27893.87,7266218.72,FINAL
2024-01-25,CS_ENERGY,REVISED,217275.38,4952.73,-23893.92,198334.19,FINAL
2025-11-13,WIND_LAB_NS,REVISED,1183517.43,1572.68,-8195.53,1176894.58,FINAL
2025-07-10,STANWELL,FINAL,381433.78,18216.73,-11461.31,388189.2,FINAL
2025-04-10,ACCIONA,FINAL,1417763.08,6415.7,18682.92,1442861.7,FINAL
2024-08-22,ENERGY_AUSTRALIA,FINAL,-554766.6,16622.22,18665.89,-519478.49,FINAL
2024-02-22,ORIGIN,FINAL,916193.12,7196.58,-983.69,922406.01,FINAL
2024-01-18,ACCIONA,REVISED,1566651.43,33251.25,-13565.67,1586337.01,FINAL
2025-11-13,ENERGY_AUSTRALIA,PRELIMINARY,205096.1,9171.23,-2817.36,211449.97,PENDING
2024-02-29,ACCIONA,FINAL,110865.51,14357.16,-12980.68,112241.99,FINAL
2024-05-09,DELTA_ELECTRICITY,REVISED,-3821516.06,45758.78,24663.28,-3751094.0,FINAL
2023-12-21,ENERGY_AUSTRALIA,PRELIMINARY,-162040.36,30143.48,7632.92,-124263.96,PENDING
2024-03-28,STANWELL,FINAL,-545357.63,-17424.45,26745.35,-536036.73,PENDING
2024-09-05,CS_ENERGY,FINAL,283683.16,18883.96,7189.08,309756.2,FINAL
2025-03-20,GLENCORE,PRELIMINARY,333000.74,13696.4,360.43,347057.57,PENDING
2025-09-25,WIND_LAB_NS,REVISED,-1026046.94,18724.05,-15360.39,-1022683.28,FINAL
2025-03-13,CS_ENERGY,FINAL,1034767.17,81859.39,-620.51,1116006.05,FINAL
2024-06-20,ERM_POWER,FINAL,384011.93,34601.87,28023.55,446637.35,FINAL
2025-10-23,ENERGY_AUSTRALIA,PRELIMINARY,322890.42,53202.56,-1968.41,374124.57,PENDING
2024-04-25,ERM_POWER,REVISED,763988.15,7596.42,-7540.16,764044.41,FINAL
2024-03-21,ENGIE,FINAL,3757422.39,15884.96,-16947.68,3756359.67,FINAL
2024-11-28,ENGIE,FINAL,2639860.28,42904.79,3300.62,2686065.69,FINAL
2025-03-13,ACCIONA,FINAL,1489512.9,7275.22,10867.18,1507655.3,FINAL
2025-02-13,CS_ENERGY,FINAL,-2290395.06,4576.55,11728.45,-2274090.06,FINAL
2023-11-16,ORIGIN,FINAL,-892398.49,-26334.4,-2555.54,-921288.43,FINAL
2025-04-17,HYDRO_TASMANIA,FINAL,527993.46,5259.67,16217.81,549470.94,FINAL
2025-05-08,NEOEN,REVISED,2434577.81,2707.27,-4501.27,2432783.81,DISPUTED
2025-04-17,SNOWY_HYDRO,REVISED,-753995.01,81390.31,-22014.32,-694619.02,PENDING
2024-07-18,GLENCORE,FINAL,1335623.83,39678.59,-3041.8,1372260.62,FINAL
2024-06-20,NEOEN,FINAL,655831.0,13065.51,4137.3,673033.81,FINAL
2024-01-11,STANWELL,FINAL,-134748.34,-17133.11,-11494.4,-163375.85,FINAL
2025-07-31,SNOWY_HYDRO,FINAL,91561.75,39994.67,-29558.02,101998.4,FINAL
2024-11-21,STANWELL,FINAL,334855.48,31715.42,17847.12,384418.02,DISPUTED
2024-02-15,NEOEN,PRELIMINARY,-143074.59,41236.89,-27500.38,-129338.08,PENDING
2025-06-05,CS_ENERGY,REVISED,479277.83,28145.08,-1629.86,505793.05,DISPUTED
2024-04-18,WIND_LAB_NS,FINAL,74281.53,6169.39,-7153.0,73297.92,FINAL
2024-11-14,DELTA_ELECTRICITY,FINAL,553635.24,17147.72,-24597.75,546185.21,FINAL
2024-09-26,NEOEN,REVISED,3009009.44,11238.87,14145.09,3034393.4,PENDING
2024-01-18,SNOWY_HYDRO,FINAL,605848.19,-71863.53,16110.07,550094.73,FINAL
2025-01-23,ACCIONA,FINAL,441361.32,33469.04,-9327.1,465503.26,FINAL
2024-08-22,HYDRO_TASMANIA,FINAL,355309.51,209332.22,-39446.14,525195.59,FINAL
2024-10-17,SNOWY_HYDRO,REVISED,1040242.95,16309.43,-12109.36,1044443.02,PENDING
2023-12-07,ENERGY_AUSTRALIA,FINAL,449779.58,-8365.15,5630.36,447044.79,FINAL
2024-01-18,ENERGY_AUSTRALIA,FINAL,1081128.48,10283.58,-2163.69,1089248.37,FINAL
2023-12-21,STANWELL,FINAL,781046.18,8929.7,3944.04,793919.92,FINAL
2025-08-14,ENGIE,FINAL,2280197.79,-15763.25,1641.43,2266075.97,DISPUTED
2025-03-06,CS_ENERGY,FINAL,304843.05,-3578.85,10883.78,312147.98,FINAL
2024-01-25,DELTA_ELECTRICITY,REVISED,199638.19,18749.23,11774.51,230161.93,PENDING
2025-08-28,WIND_LAB_NS,FINAL,834139.69,-46288.38,2837.56,790688.87,FINAL
2024-05-16,GLENCORE,FINAL,2209996.21,19200.38,6053.5,2235250.09,DISPUTED
2024-03-07,WIND_LAB_NS,FINAL,-74853.38,9566.16,-4573.97,-69861.19,FINAL
2024-03-14,NEOEN,FINAL,-550974.7,4502.83,8815.36,-537656.51,FINAL
2024-03-21,ACCIONA,FINAL,237197.42,63463.58,14533.77,315194.77,FINAL
2024-03-28,AGL_ENERGY,FINAL,-31160.31,2330.74,-4075.06,-32904.63,FINAL
2024-07-11,ERM_POWER,FINAL,-866446.9,143599.8,-4906.46,-727753.56,FINAL
2025-07-03,ACCIONA,REVISED,651778.77,45205.51,-4924.09,692060.19,FINAL
2025-09-18,WIND_LAB_NS,FINAL,504618.58,53101.51,-3206.79,554513.3,FINAL
2024-09-12,NEOEN,REVISED,-221007.49,-8618.51,-10811.74,-240437.74,FINAL
2024-12-19,ERM_POWER,FINAL,-256929.23,12121.49,10717.34,-234090.4,FINAL
2024-05-23,STANWELL,FINAL,-4513424.97,24819.8,9405.19,-4479199.98,FINAL
2024-03-07,WIND_LAB_NS,FINAL,-1173896.47,-13953.2,5560.48,-1182289.19,FINAL
2024-09-19,GLENCORE,FINAL,1819779.41,9407.02,-35416.67,1793769.76,FINAL
2024-04-04,WIND_LAB_NS,REVISED,-127070.73,-19734.94,12022.47,-134783.2,FINAL
2024-09-12,CS_ENERGY,FINAL,82550.33,-6106.0,-28103.52,48340.81,DISPUTED
2025-10-23,ERM_POWER,FINAL,-1401737.54,19851.96,28287.19,-1353598.39,FINAL
2024-02-15,NEOEN,FINAL,2579902.94,5837.65,17175.97,2602916.56,FINAL
2025-04-17,NEOEN,FINAL,-350343.36,1706.6,26969.58,-321667.18,FINAL
2024-12-26,SNOWY_HYDRO,FINAL,-1314937.24,35059.73,4246.41,-1275631.1,FINAL
2023-11-23,CS_ENERGY,FINAL,2999726.03,6701.97,17710.34,3024138.34,FINAL
2024-12-05,ERM_POWER,FINAL,316787.07,-11117.45,-12582.64,293086.98,FINAL
2024-01-18,HYDRO_TASMANIA,REVISED,519002.89,7485.11,21967.59,548455.59,FINAL
2025-01-02,HYDRO_TASMANIA,FINAL,832240.0,17025.2,-2380.42,846884.78,FINAL
2024-06-13,DELTA_ELECTRICITY,FINAL,-1563701.14,19890.9,-8162.21,-1551972.45,FINAL
2024-11-21,CS_ENERGY,PRELIMINARY,301584.52,34320.61,20997.79,356902.92,PENDING
2024-05-16,AGL_ENERGY,PRELIMINARY,-1078949.41,4375.89,-15890.03,-1090463.55,PENDING
2024-05-30,GLENCORE,FINAL,62888.92,29565.73,23493.93,115948.58,FINAL
2024-06-13,HYDRO_TASMANIA,FINAL,970353.23,24306.77,-4898.73,989761.27,FINAL
2024-05-30,SNOWY_HYDRO,REVISED,2568022.96,20749.16,17830.22,2606602.34,FINAL
2025-03-20,WIND_LAB_NS,FINAL,887062.34,75387.91,-5973.96,956476.29,FINAL
2024-10-03,GLENCORE,REVISED,320281.44,-61302.67,-22114.39,236864.38,FINAL
2024-12-26,AGL_ENERGY,PRELIMINARY,409608.45,13496.9,-6390.13,416715.22,PENDING
2024-04-11,ACCIONA,FINAL,285235.81,7016.84,18596.57,310849.22,FINAL
2024-10-03,ENGIE,FINAL,681091.13,29960.82,-10937.31,700114.64,FINAL
2025-04-17,DELTA_ELECTRICITY,FINAL,1772438.01,5484.08,-10248.27,1767673.82,FINAL
2024-09-12,ENGIE,FINAL,-1010559.26,22903.15,8619.67,-979036.44,FINAL
2024-08-29,DELTA_ELECTRICITY,REVISED,470234.85,-11894.87,-27667.03,430672.95,FINAL
2025-05-29,ORIGIN,FINAL,303554.22,5195.58,-5775.42,302974.38,FINAL
2024-07-25,ORIGIN,FINAL,921820.98,-60956.33,-12497.08,848367.57,FINAL
2024-03-07,HYDRO_TASMANIA,FINAL,-3631842.99,-26514.82,26978.39,-3631379.42,FINAL
2024-01-04,ERM_POWER,FINAL,-2557670.84,-77980.0,-1992.28,-2637643.12,FINAL
2024-01-18,NEOEN,FINAL,1219676.79,375042.72,17563.58,1612283.09,FINAL
2025-08-07,ENERGY_AUSTRALIA,PRELIMINARY,-279183.03,32428.84,30027.79,-216726.4,PENDING
2025-01-23,CS_ENERGY,FINAL,207698.5,24151.88,-3467.15,228383.23,FINAL
2023-12-21,WIND_LAB_NS,FINAL,343196.45,17712.78,-4130.9,356778.33,FINAL
2024-07-04,ERM_POWER,REVISED,1013336.98,-29200.47,7825.85,991962.36,FINAL
2024-01-04,SNOWY_HYDRO,FINAL,661117.99,-20045.92,-6343.87,634728.2,FINAL
2024-02-01,WIND_LAB_NS,REVISED,-594607.97,21175.36,-8230.82,-581663.43,PENDING
2025-07-31,ENERGY_AUSTRALIA,FINAL,-3778112.27,3407.07,-15127.42,-3789832.62,FINAL
2025-06-12,GLENCORE,FINAL,21900.14,9312.14,-2751.3,28460.98,FINAL
2025-10-30,HYDRO_TASMANIA,PRELIMINARY,505563.07,7011.54,13903.1,526477.71,PENDING
2024-10-03,HYDRO_TASMANIA,FINAL,182151.08,34835.46,7360.39,224346.93,FINAL
2025-04-17,ENGIE,PRELIMINARY,605123.75,6314.91,-8522.26,602916.4,PENDING
2025-05-08,CS_ENERGY,PRELIMINARY,-33171.36,-20604.62,19878.4,-33897.58,PENDING
2024-03-28,STANWELL,REVISED,1136968.17,16346.5,14974.9,1168289.57,DISPUTED
2025-10-16,ORIGIN,REVISED,2450710.8,-6737.28,-15643.23,2428330.29,FINAL
2025-02-06,HYDRO_TASMANIA,REVISED,176208.28,-24068.67,-10426.2,141713.41,FINAL
2025-07-17,ENGIE,FINAL,305451.09,67395.48,-10758.39,362088.18,FINAL
2024-11-21,ORIGIN,REVISED,209196.49,-60111.81,5476.18,154560.86,PENDING
2024-02-22,ENERGY_AUSTRALIA,PRELIMINARY,24097.59,42702.89,22529.6,89330.08,PENDING
2025-07-31,HYDRO_TASMANIA,REVISED,157059.03,-10414.72,15743.54,162387.85,PENDING
2024-08-01,ENGIE,FINAL,2084132.4,-156968.68,-3586.21,1923577.51,FINAL
2025-05-08,AGL_ENERGY,FINAL,235252.26,33083.61,-5448.76,262887.11,FINAL
2025-07-10,NEOEN,REVISED,23463.15,-99219.82,-23608.73,-99365.4,PENDING
2025-04-10,ORIGIN,FINAL,-149021.03,21821.11,-27988.87,-155188.79,FINAL
2024-01-11,DELTA_ELECTRICITY,REVISED,1235786.04,-22813.75,-7712.46,1205259.83,PENDING
2024-03-28,SNOWY_HYDRO,FINAL,-3826380.71,22025.44,11633.49,-3792721.78,FINAL
2024-08-08,HYDRO_TASMANIA,FINAL,-115309.25,12702.65,6453.44,-96153.16,FINAL
2025-06-19,SNOWY_HYDRO,FINAL,-1513750.85,41109.2,-14263.7,-1486905.35,FINAL
2025-02-06,WIND_LAB_NS,FINAL,2626355.54,35625.2,8219.95,2670200.69,FINAL
2023-12-07,ORIGIN,REVISED,4586878.11,-64497.66,7420.32,4529800.77,PENDING
2024-06-20,CS_ENERGY,FINAL,34653.94,19123.93,-14143.96,39633.91,FINAL
2025-01-30,ORIGIN,REVISED,847493.18,16625.64,-17114.6,847004.22,FINAL
2025-08-14,ERM_POWER,FINAL,-1735214.36,-14316.92,-2210.03,-1751741.31,FINAL
2025-06-19,ERM_POWER,REVISED,244921.48,78841.07,-5834.85,317927.7,FINAL
2024-05-16,ORIGIN,REVISED,-693170.9,18206.19,1548.04,-673416.67,DISPUTED
2025-02-06,HYDRO_TASMANIA,PRELIMINARY,203282.8,41024.05,-16028.77,228278.08,PENDING
2024-08-22,WIND_LAB_NS,FINAL,-1515024.14,32306.44,-1109.43,-1483827.13,FINAL
2025-09-25,GLENCORE,FINAL,1116059.89,-7867.52,4092.23,1112284.6,FINAL
2024-11-07,GLENCORE,FINAL,9120277.92,16476.79,-15503.09,9121251.62,FINAL
2025-05-01,GLENCORE,FINAL,57987.98,-4172.04,-4951.3,48864.64,FINAL
2024-03-14,WIND_LAB_NS,REVISED,293356.74,9781.39,5926.47,309064.6,PENDING
2024-02-15,HYDRO_TASMANIA,FINAL,96156.59,5589.19,-24474.83,77270.95,FINAL
2025-04-17,ERM_POWER,FINAL,878588.16,105919.24,3571.82,988079.22,FINAL
2024-05-09,SNOWY_HYDRO,REVISED,208183.89,13623.35,4026.98,225834.22,FINAL
2024-11-07,STANWELL,FINAL,-276546.13,26350.9,-9500.3,-259695.53,FINAL
2025-07-31,ACCIONA,FINAL,323884.73,-38166.85,-7007.88,278710.0,FINAL
2024-09-05,ENGIE,FINAL,-470416.67,124319.69,20635.56,-325461.42,FINAL
2025-02-27,GLENCORE,FINAL,-35133.54,-6543.84,-710.42,-42387.8,FINAL
2025-03-20,STANWELL,FINAL,2107137.47,43862.89,-17016.67,2133983.69,FINAL
2025-10-02,ORIGIN,FINAL,-451167.04,18117.71,-13625.62,-446674.95,DISPUTED
2024-08-15,ACCIONA,FINAL,-305386.32,-10794.55,-12821.57,-329002.44,FINAL
2025-03-13,ACCIONA,FINAL,398455.42,32068.26,8869.66,439393.34,FINAL
