constraint_id,constraint_type,activated_datetime,deactivated_datetime,reason,rhs_value,region_affected,interconnector
Q^^Q_NIL_PEAK_1530,stability,2025-08-27 15:24:12,2025-08-27 17:26:06,Commissioning restriction on Snowy 2.0 underground cable section — progressive energisation sequence.,1238.0,VIC1,False
N^^Q_NIL_1,stability,2025-06-13 06:04:25,2025-06-13 10:11:35,Transient stability limit for loss of Loy Yang A unit following high renewable penetration.,432.1,NSW1,False
S_RADIAL_SA_1,voltage,2025-07-27 11:22:24,2025-07-28 09:21:39,Constraint activated following trip of New England 330kV double circuit — low probability high impact contingency active.,346.4,QLD1,False
V_XEMPT_MAIN+ML,voltage,2024-12-30 19:52:20,2024-12-30 20:34:21,Load shedding avoidance constraint — demand management activated in SA following gas curtailment.,952.6,QLD1,False
F_MAIN+ML_MR_0600,stability,2025-11-02 10:33:37,2025-11-02 11:05:09,Thermal overload risk on 330kV transmission corridor following forced outage of parallel circuit.,954.9,TAS1,False
V_XEMPT_MAIN+ML,thermal,2024-11-22 20:09:40,2024-11-23 06:36:39,Dynamic stability limit triggered by loss of synchronism risk for Northern Queensland generation.,1357.0,NSW1,False
N^^Q_NIL_1,stability,2025-10-05 18:50:48,2025-10-05 20:17:13,Load shedding avoidance constraint — demand management activated in SA following gas curtailment.,824.0,TAS1,False
F_I+LREG+ML_RREG_0600,voltage,2024-12-02 07:42:41,2024-12-02 12:05:48,Frequency control constraint — insufficient inertia from synchronous generation online.,1676.4,QLD1,False
S_RADIAL_SA_1,stability,2025-04-08 13:27:37,2025-04-08 14:32:41,Post-fault voltage recovery limit — Hazelwood to Melbourne corridor following unit trip.,1279.9,NSW1,False
V^MLTS1-HYTS_E,voltage,2025-05-10 23:53:48,2025-05-11 12:40:28,Commissioning restriction on Snowy 2.0 underground cable section — progressive energisation sequence.,428.5,NSW1,False
N^^Q_NIL_1,thermal,2025-02-21 05:51:18,2025-02-21 07:23:37,Maintenance outage on Tumut 3 transformer reducing available NEM north-south transfer capability.,653.9,VIC1,False
V_XEMPT_MAIN+ML,voltage,2025-02-06 10:27:04,2025-02-06 12:37:09,Load shedding avoidance constraint — demand management activated in SA following gas curtailment.,252.2,VIC1,False
V^GUNNQ_MUGG_E,stability,2025-07-14 09:51:05,2025-07-14 16:42:44,Radial supply security constraint — South Australia import capacity limit reached.,801.3,QLD1,False
N_X_HYTS_GUN_1,stability,2025-06-07 22:19:05,2025-06-07 22:28:58,Frequency control constraint — insufficient inertia from synchronous generation online.,94.1,VIC1,False
V_XEMPT_MAIN+ML,thermal,2025-10-18 07:59:56,2025-10-18 11:00:44,Radial supply security constraint — South Australia import capacity limit reached.,1139.8,NSW1,False
NSW_VIC_LOCAT_1,stability,2025-07-07 02:54:26,2025-07-07 04:08:25,Load shedding avoidance constraint — demand management activated in SA following gas curtailment.,477.8,SA1,False
S_RADIAL_SA_1,stability,2024-12-25 07:25:07,2024-12-25 08:33:43,Contingency overload constraint on VIC to NSW interconnector following loss of Tumut 3.,1736.2,NSW1,False
V^MLTS1-HYTS_E,stability,2025-03-28 05:02:30,2025-03-28 07:30:01,Bushfire proximity pre-emptive constraint — high fire danger index in Snowy transmission corridor.,1575.9,VIC1,False
F_MAIN+ML_MR_0600,thermal,2025-06-21 16:04:11,2025-06-21 22:03:53,Inverter-based resource stability constraint — high IBR penetration threshold reached in SA island mode.,137.2,VIC1,True
N^^Q_NIL_1,thermal,2025-06-22 02:17:24,2025-06-22 07:37:52,Post-fault voltage recovery limit — Hazelwood to Melbourne corridor following unit trip.,1010.2,SA1,False
N^^Q_NIL_1,thermal,2025-08-10 18:44:27,2025-08-11 14:51:16,Voltage stability margin insufficient following contingency N-1 on Heywood interconnector.,389.1,SA1,False
NSW_VIC_LOCAT_1,thermal,2025-09-14 13:45:54,2025-09-14 22:38:08,Load shedding avoidance constraint — demand management activated in SA following gas curtailment.,170.3,NSW1,True
S_RADIAL_SA_1,voltage,2025-11-21 14:11:03,2025-11-21 18:17:36,Radial supply security constraint — South Australia import capacity limit reached.,985.3,SA1,False
S_RADIAL_SA_1,stability,2025-08-06 01:29:30,2025-08-06 05:25:13,Contingency overload constraint on VIC to NSW interconnector following loss of Tumut 3.,211.4,SA1,False
NSW_VIC_LOCAT_1,stability,2025-11-14 22:36:16,2025-11-15 00:15:33,Thermal overload risk on 330kV transmission corridor following forced outage of parallel circuit.,480.7,NSW1,False
F_I+LREG+ML_RREG_0600,thermal,2025-10-10 08:46:42,2025-10-10 11:38:43,Thermal overload risk on 330kV transmission corridor following forced outage of parallel circuit.,250.4,NSW1,True
F_MAIN+ML_MR_0600,thermal,2025-07-15 18:56:44,2025-07-15 19:42:49,Constraint activated following trip of New England 330kV double circuit — low probability high impact contingency active.,1632.6,QLD1,False
S^NIL_PEAK_1530_3,stability,2024-12-04 02:23:34,2024-12-04 04:14:51,Load shedding avoidance constraint — demand management activated in SA following gas curtailment.,1700.2,VIC1,False
V^MLTS1-HYTS_E,thermal,2025-02-02 00:42:08,2025-02-02 01:31:47,Post-fault voltage recovery limit — Hazelwood to Melbourne corridor following unit trip.,1401.9,SA1,False
S_RADIAL_SA_1,stability,2025-05-17 21:55:04,2025-05-19 12:54:11,Vegetation growth reducing conductor-to-ground clearance below National Electricity Rules minimum.,205.1,SA1,False
NSW_VIC_LOCAT_1,voltage,2025-05-17 00:55:28,2025-05-18 08:09:28,Radial supply security constraint — South Australia import capacity limit reached.,364.8,TAS1,False
NSW_VIC_LOCAT_1,voltage,2025-06-11 06:35:26,2025-06-11 07:40:07,Maintenance outage on Tumut 3 transformer reducing available NEM north-south transfer capability.,1285.4,NSW1,False
N_X_HYTS_GUN_1,voltage,2025-07-26 19:12:39,2025-07-26 21:25:31,Dynamic stability limit triggered by loss of synchronism risk for Northern Queensland generation.,722.0,TAS1,False
F_I+LREG+ML_RREG_0600,thermal,2025-08-26 14:18:57,2025-08-26 19:41:21,Commissioning restriction on Snowy 2.0 underground cable section — progressive energisation sequence.,518.6,NSW1,False
F_MAIN+ML_MR_0600,thermal,2025-09-23 11:02:57,2025-09-24 08:04:37,Load shedding avoidance constraint — demand management activated in SA following gas curtailment.,1287.3,NSW1,True
Q_PQ_NIL_RADL_1,stability,2025-08-30 04:51:58,2025-08-30 15:40:18,Radial supply security constraint — South Australia import capacity limit reached.,1796.4,QLD1,False
V^HYTS_MLTS_N,voltage,2025-06-13 04:41:43,2025-06-15 09:52:57,Bushfire proximity pre-emptive constraint — high fire danger index in Snowy transmission corridor.,381.3,VIC1,False
N_X_HYTS_GUN_1,stability,2025-01-09 15:03:07,2025-01-09 21:34:07,Post-fault voltage recovery limit — Hazelwood to Melbourne corridor following unit trip.,1312.9,SA1,False
V^MLTS1-HYTS_E,stability,2025-04-04 00:41:12,2025-04-04 05:12:51,Constraint activated following trip of New England 330kV double circuit — low probability high impact contingency active.,562.7,VIC1,False
N^^Q_NIL_1,thermal,2025-11-13 17:33:22,2025-11-13 18:32:05,Maintenance outage on Tumut 3 transformer reducing available NEM north-south transfer capability.,201.7,VIC1,False
F_MAIN+ML_MR_0600,stability,2025-01-14 23:50:00,2025-01-15 00:48:16,Frequency control constraint — insufficient inertia from synchronous generation online.,1549.9,TAS1,False
S^NIL_PEAK_1530_3,thermal,2025-11-06 17:29:06,2025-11-07 05:55:19,Vegetation growth reducing conductor-to-ground clearance below National Electricity Rules minimum.,1316.0,SA1,False
Q^^Q_NIL_PEAK_1530,voltage,2025-09-10 17:45:28,2025-09-10 23:55:25,Transient stability limit for loss of Loy Yang A unit following high renewable penetration.,860.9,SA1,False
S^NIL_PEAK_1530_3,voltage,2025-03-09 03:54:55,2025-03-09 05:14:30,Commissioning restriction on Snowy 2.0 underground cable section — progressive energisation sequence.,153.9,NSW1,False
F_I+LREG+ML_RREG_0600,stability,2025-11-11 07:21:00,2025-11-12 01:25:41,Constraint activated following trip of New England 330kV double circuit — low probability high impact contingency active.,532.8,TAS1,False
NSW_VIC_LOCAT_1,thermal,2025-03-09 10:11:54,2025-03-09 18:21:39,Thermal overload risk on 330kV transmission corridor following forced outage of parallel circuit.,658.4,QLD1,True
V_XEMPT_MAIN+ML,voltage,2025-07-05 06:23:09,2025-07-05 08:15:20,Inverter-based resource stability constraint — high IBR penetration threshold reached in SA island mode.,1577.9,VIC1,False
N_X_HYTS_GUN_1,voltage,2024-12-17 00:35:57,2024-12-17 05:47:01,Voltage stability margin insufficient following contingency N-1 on Heywood interconnector.,986.7,SA1,False
V^HYTS_MLTS_N,stability,2025-03-22 17:27:06,2025-03-22 20:12:43,Radial supply security constraint — South Australia import capacity limit reached.,1691.4,NSW1,False
NSW_VIC_LOCAT_1,thermal,2025-01-05 00:46:24,2025-01-05 03:35:45,Thermal overload risk on 330kV transmission corridor following forced outage of parallel circuit.,1169.2,SA1,False
V^MLTS1-HYTS_E,thermal,2025-03-01 12:43:07,2025-03-01 17:05:24,Load shedding avoidance constraint — demand management activated in SA following gas curtailment.,1057.6,NSW1,False
N^^Q_NIL_1,voltage,2025-06-11 15:27:31,2025-06-11 21:09:12,Overload protection — Moorabool substation transformer loading above summer rating.,729.7,SA1,False
F_MAIN+ML_MR_0600,thermal,2025-02-12 06:15:08,2025-02-12 06:48:40,Overload protection — Moorabool substation transformer loading above summer rating.,252.3,NSW1,False
F_I+LREG+ML_RREG_0600,stability,2024-12-11 13:09:06,2024-12-11 23:17:25,Transient stability limit for loss of Loy Yang A unit following high renewable penetration.,526.9,SA1,False
Q^^Q_NIL_PEAK_1530,stability,2025-03-18 15:04:19,2025-03-19 14:32:51,Radial supply security constraint — South Australia import capacity limit reached.,79.2,VIC1,False
F_I+LREG+ML_RREG_0600,thermal,2025-05-05 01:23:44,2025-05-06 09:48:43,Post-fault voltage recovery limit — Hazelwood to Melbourne corridor following unit trip.,1022.6,QLD1,False
Q^^Q_NIL_PEAK_1530,thermal,2025-05-31 08:58:55,2025-05-31 09:48:24,Load shedding avoidance constraint — demand management activated in SA following gas curtailment.,1413.9,SA1,False
V^HYTS_MLTS_N,thermal,2025-08-20 09:01:18,2025-08-20 12:44:19,Radial supply security constraint — South Australia import capacity limit reached.,92.4,SA1,False
S_RADIAL_SA_1,stability,2025-01-02 08:46:00,2025-01-02 14:41:22,Constraint activated following trip of New England 330kV double circuit — low probability high impact contingency active.,778.8,SA1,False
V_XEMPT_MAIN+ML,stability,2025-09-22 13:13:43,2025-09-22 19:12:24,Maintenance outage on Tumut 3 transformer reducing available NEM north-south transfer capability.,286.7,VIC1,False
V^HYTS_MLTS_N,voltage,2025-02-06 19:46:58,2025-02-06 20:45:37,Voltage stability margin insufficient following contingency N-1 on Heywood interconnector.,1207.5,QLD1,False
S^NIL_PEAK_1530_3,thermal,2024-12-30 11:24:55,2025-01-01 03:48:39,Contingency overload constraint on VIC to NSW interconnector following loss of Tumut 3.,1317.7,QLD1,False
V^MLTS1-HYTS_E,stability,2025-01-02 05:33:17,2025-01-02 06:00:05,Maintenance outage on Tumut 3 transformer reducing available NEM north-south transfer capability.,1148.3,SA1,False
Q^^Q_NIL_PEAK_1530,voltage,2025-04-21 02:56:47,2025-04-21 13:58:56,Inverter-based resource stability constraint — high IBR penetration threshold reached in SA island mode.,948.5,VIC1,False
Q_PQ_NIL_RADL_1,stability,2025-09-11 13:35:06,2025-09-11 18:39:34,Frequency control constraint — insufficient inertia from synchronous generation online.,446.4,TAS1,False
N_X_HYTS_GUN_1,thermal,2025-11-08 12:06:39,2025-11-08 12:29:47,Bushfire proximity pre-emptive constraint — high fire danger index in Snowy transmission corridor.,353.9,VIC1,False
Q_PQ_NIL_RADL_1,voltage,2025-09-09 01:49:35,2025-09-09 03:14:10,Radial supply security constraint — South Australia import capacity limit reached.,1290.3,TAS1,False
V^MLTS1-HYTS_E,thermal,2025-06-27 20:02:45,2025-06-28 00:57:34,Basslink frequency constraint — Tasmania operating in islanded mode following communication fault.,1329.0,QLD1,True
NSW_VIC_LOCAT_1,stability,2025-09-12 15:22:15,2025-09-12 17:42:51,Voltage stability margin insufficient following contingency N-1 on Heywood interconnector.,1395.4,NSW1,False
V^HYTS_MLTS_N,voltage,2025-10-12 21:10:09,2025-10-13 02:16:15,Transient stability limit for loss of Loy Yang A unit following high renewable penetration.,832.0,TAS1,False
V_XEMPT_MAIN+ML,voltage,2025-07-11 14:12:51,2025-07-11 15:07:28,Basslink thermal constraint — sustained high power flow activating wet-end protection.,676.1,QLD1,False
V^MLTS1-HYTS_E,stability,2025-01-24 08:37:20,2025-01-24 10:09:35,Vegetation growth reducing conductor-to-ground clearance below National Electricity Rules minimum.,500.0,SA1,False
F_MAIN+ML_MR_0600,thermal,2025-05-09 23:04:08,2025-05-10 00:01:08,Constraint activated following trip of New England 330kV double circuit — low probability high impact contingency active.,495.4,SA1,False
V_XEMPT_MAIN+ML,stability,2025-04-13 10:53:53,2025-04-13 23:19:24,Overload protection — Moorabool substation transformer loading above summer rating.,1291.9,TAS1,False
V_XEMPT_MAIN+ML,stability,2025-11-13 15:33:20,2025-11-13 22:05:55,Contingency overload constraint on VIC to NSW interconnector following loss of Tumut 3.,1755.8,QLD1,False
Q_PQ_NIL_RADL_1,stability,2025-11-17 16:39:19,2025-11-17 18:43:08,Basslink frequency constraint — Tasmania operating in islanded mode following communication fault.,305.1,TAS1,False
S^NIL_PEAK_1530_3,stability,2025-07-28 22:12:04,2025-07-29 13:45:53,Frequency control constraint — insufficient inertia from synchronous generation online.,1670.4,QLD1,False
V^HYTS_MLTS_N,voltage,2025-05-09 15:19:42,2025-05-09 20:23:07,Overload protection — Moorabool substation transformer loading above summer rating.,1495.1,TAS1,False
Q_PQ_NIL_RADL_1,stability,2024-12-21 18:33:27,2024-12-21 19:45:40,Frequency control constraint — insufficient inertia from synchronous generation online.,1332.0,VIC1,False
Q^^Q_NIL_PEAK_1530,stability,2025-05-26 08:00:06,2025-05-26 15:33:14,Commissioning restriction on Snowy 2.0 underground cable section — progressive energisation sequence.,396.1,NSW1,False
V^MLTS1-HYTS_E,stability,2025-03-08 01:51:50,2025-03-08 03:34:10,Maintenance outage on Tumut 3 transformer reducing available NEM north-south transfer capability.,553.9,QLD1,False
F_I+LREG+ML_RREG_0600,thermal,2025-08-30 13:35:09,2025-08-30 15:59:14,Basslink thermal constraint — sustained high power flow activating wet-end protection.,1439.0,NSW1,False
V_XEMPT_MAIN+ML,thermal,2025-05-18 14:00:05,2025-05-18 15:37:10,Frequency control constraint — insufficient inertia from synchronous generation online.,1039.7,QLD1,False
V_XEMPT_MAIN+ML,voltage,2025-02-09 01:13:50,2025-02-09 04:06:08,Contingency overload constraint on VIC to NSW interconnector following loss of Tumut 3.,92.2,SA1,False
V^MLTS1-HYTS_E,voltage,2025-09-09 21:31:04,2025-09-10 01:48:05,Thermal overload risk on 330kV transmission corridor following forced outage of parallel circuit.,608.0,TAS1,False
V^HYTS_MLTS_N,voltage,2024-11-23 07:20:39,2024-11-23 08:34:47,Overload protection — Moorabool substation transformer loading above summer rating.,735.1,VIC1,False
Q_PQ_NIL_RADL_1,thermal,2025-08-17 20:00:38,2025-08-17 23:53:15,Constraint activated following trip of New England 330kV double circuit — low probability high impact contingency active.,203.3,SA1,False
V^MLTS1-HYTS_E,stability,2025-03-06 21:33:02,2025-03-07 15:59:42,Basslink thermal constraint — sustained high power flow activating wet-end protection.,1130.3,SA1,False
NSW_VIC_LOCAT_1,thermal,2025-06-10 06:44:22,2025-06-10 10:51:55,Contingency overload constraint on VIC to NSW interconnector following loss of Tumut 3.,929.7,QLD1,True
NSW_VIC_LOCAT_1,thermal,2025-07-31 18:13:50,2025-07-31 19:46:46,Bushfire proximity pre-emptive constraint — high fire danger index in Snowy transmission corridor.,739.2,TAS1,False
Q^^Q_NIL_PEAK_1530,stability,2025-05-23 01:34:08,2025-05-23 02:14:25,Dynamic stability limit triggered by loss of synchronism risk for Northern Queensland generation.,1611.7,TAS1,False
Q_PQ_NIL_RADL_1,thermal,2025-04-03 10:46:55,2025-04-03 14:44:33,Frequency control constraint — insufficient inertia from synchronous generation online.,686.4,TAS1,False
Q_PQ_NIL_RADL_1,stability,2025-05-03 10:24:55,2025-05-03 12:30:31,Commissioning restriction on Snowy 2.0 underground cable section — progressive energisation sequence.,161.8,NSW1,False
V^MLTS1-HYTS_E,voltage,2025-09-21 12:25:53,2025-09-24 15:12:59,Radial supply security constraint — South Australia import capacity limit reached.,1656.0,SA1,False
F_I+LREG+ML_RREG_0600,stability,2024-12-02 05:18:18,2024-12-04 03:47:51,Constraint activated following trip of New England 330kV double circuit — low probability high impact contingency active.,1749.1,TAS1,False
Q^^Q_NIL_PEAK_1530,thermal,2025-03-11 06:31:13,2025-03-11 07:56:06,Frequency control constraint — insufficient inertia from synchronous generation online.,1023.2,TAS1,False
N_X_HYTS_GUN_1,stability,2025-11-04 02:16:36,2025-11-04 05:58:17,Contingency overload constraint on VIC to NSW interconnector following loss of Tumut 3.,269.7,QLD1,False
Q_PQ_NIL_RADL_1,thermal,2025-07-04 08:10:00,2025-07-04 12:14:22,Vegetation growth reducing conductor-to-ground clearance below National Electricity Rules minimum.,879.8,SA1,True
S^NIL_PEAK_1530_3,stability,2025-10-16 21:33:46,2025-10-16 23:07:44,Overload protection — Moorabool substation transformer loading above summer rating.,166.0,SA1,False
Q^^Q_NIL_PEAK_1530,voltage,2025-11-06 18:00:04,2025-11-06 21:34:22,Maintenance outage on Tumut 3 transformer reducing available NEM north-south transfer capability.,1694.6,NSW1,False
V^MLTS1-HYTS_E,stability,2024-12-21 15:38:17,2024-12-21 18:13:02,Constraint activated following trip of New England 330kV double circuit — low probability high impact contingency active.,912.9,SA1,False
S^NIL_PEAK_1530_3,stability,2024-12-19 13:02:15,2024-12-19 19:02:09,Maintenance outage on Tumut 3 transformer reducing available NEM north-south transfer capability.,1435.2,VIC1,False
V_XEMPT_MAIN+ML,stability,2025-07-04 06:16:02,2025-07-04 11:11:43,Post-fault voltage recovery limit — Hazelwood to Melbourne corridor following unit trip.,1164.2,QLD1,False
V_XEMPT_MAIN+ML,thermal,2025-09-08 20:49:18,2025-09-09 09:17:50,Maintenance outage on Tumut 3 transformer reducing available NEM north-south transfer capability.,267.8,QLD1,False
V_XEMPT_MAIN+ML,voltage,2024-12-02 15:36:18,2024-12-02 17:04:55,Contingency overload constraint on VIC to NSW interconnector following loss of Tumut 3.,1361.0,SA1,False
F_I+LREG+ML_RREG_0600,thermal,2025-07-15 17:24:53,2025-07-15 18:34:04,Commissioning restriction on Snowy 2.0 underground cable section — progressive energisation sequence.,1108.4,TAS1,True
V^HYTS_MLTS_N,voltage,2025-05-28 22:31:36,2025-05-29 00:06:51,Thermal overload risk on 330kV transmission corridor following forced outage of parallel circuit.,1370.1,NSW1,False
F_I+LREG+ML_RREG_0600,voltage,2024-12-02 06:00:10,2024-12-02 07:11:15,Thermal overload risk on 330kV transmission corridor following forced outage of parallel circuit.,1192.1,VIC1,False
V^MLTS1-HYTS_E,stability,2025-09-22 00:59:56,2025-09-22 02:23:08,Constraint activated following trip of New England 330kV double circuit — low probability high impact contingency active.,1498.3,TAS1,False
F_MAIN+ML_MR_0600,voltage,2025-03-31 13:26:19,2025-03-31 18:26:49,Transient stability limit for loss of Loy Yang A unit following high renewable penetration.,395.5,SA1,False
V^MLTS1-HYTS_E,thermal,2025-10-14 16:19:16,2025-10-14 19:17:25,Load shedding avoidance constraint — demand management activated in SA following gas curtailment.,1192.6,SA1,True
N^^Q_NIL_1,thermal,2025-06-30 14:55:10,2025-06-30 17:55:32,Maintenance outage on Tumut 3 transformer reducing available NEM north-south transfer capability.,1578.8,NSW1,False
F_MAIN+ML_MR_0600,voltage,2025-08-20 16:51:44,2025-08-22 21:15:56,Voltage stability margin insufficient following contingency N-1 on Heywood interconnector.,832.7,NSW1,False
S^NIL_PEAK_1530_3,voltage,2025-08-15 07:39:59,2025-08-15 13:39:14,Voltage stability margin insufficient following contingency N-1 on Heywood interconnector.,1497.4,TAS1,False
F_MAIN+ML_MR_0600,stability,2025-01-10 07:37:18,2025-01-10 08:52:16,Transient stability limit for loss of Loy Yang A unit following high renewable penetration.,410.9,QLD1,False
V^GUNNQ_MUGG_E,stability,2025-02-21 03:33:10,2025-02-21 04:00:11,Transient stability limit for loss of Loy Yang A unit following high renewable penetration.,894.6,TAS1,False
NSW_VIC_LOCAT_1,voltage,2025-11-08 06:29:23,2025-11-09 10:06:03,Basslink frequency constraint — Tasmania operating in islanded mode following communication fault.,1359.5,NSW1,False
N_X_HYTS_GUN_1,thermal,2025-04-26 01:05:33,2025-04-26 09:15:03,Maintenance outage on Tumut 3 transformer reducing available NEM north-south transfer capability.,1509.6,TAS1,False
F_MAIN+ML_MR_0600,voltage,2025-09-03 00:01:29,2025-09-03 11:35:55,Frequency control constraint — insufficient inertia from synchronous generation online.,1480.0,SA1,False
V^MLTS1-HYTS_E,stability,2025-04-08 15:32:20,2025-04-08 15:59:03,Bushfire proximity pre-emptive constraint — high fire danger index in Snowy transmission corridor.,1641.2,QLD1,False
Q_PQ_NIL_RADL_1,voltage,2025-05-21 19:46:29,2025-05-21 22:18:25,Thermal overload risk on 330kV transmission corridor following forced outage of parallel circuit.,799.0,QLD1,False
S_RADIAL_SA_1,voltage,2025-09-18 07:46:07,2025-09-18 14:41:40,Commissioning restriction on Snowy 2.0 underground cable section — progressive energisation sequence.,1396.1,SA1,False
N_X_HYTS_GUN_1,thermal,2025-01-19 21:22:38,2025-01-20 02:44:34,Basslink frequency constraint — Tasmania operating in islanded mode following communication fault.,1438.5,NSW1,True
F_I+LREG+ML_RREG_0600,stability,2025-08-03 21:36:46,2025-08-04 12:55:17,Constraint activated following trip of New England 330kV double circuit — low probability high impact contingency active.,1707.9,SA1,False
Q_PQ_NIL_RADL_1,thermal,2025-03-11 11:13:54,2025-03-11 14:13:51,Frequency control constraint — insufficient inertia from synchronous generation online.,1159.2,TAS1,False
Q^^Q_NIL_PEAK_1530,thermal,2025-03-10 01:47:57,2025-03-10 05:10:05,Transient stability limit for loss of Loy Yang A unit following high renewable penetration.,1047.1,TAS1,False
NSW_VIC_LOCAT_1,voltage,2025-08-12 08:54:41,2025-08-12 13:34:27,Overload protection — Moorabool substation transformer loading above summer rating.,1018.1,SA1,False
V^MLTS1-HYTS_E,thermal,2025-03-25 02:57:25,2025-03-25 17:48:49,Transient stability limit for loss of Loy Yang A unit following high renewable penetration.,1385.7,TAS1,False
V_XEMPT_MAIN+ML,voltage,2025-08-21 14:11:54,2025-08-21 14:53:00,Overload protection — Moorabool substation transformer loading above summer rating.,707.8,NSW1,False
V^HYTS_MLTS_N,stability,2024-12-31 18:19:57,2025-01-01 21:53:53,Vegetation growth reducing conductor-to-ground clearance below National Electricity Rules minimum.,500.9,TAS1,False
S^NIL_PEAK_1530_3,thermal,2025-10-07 22:08:41,2025-10-08 00:21:08,Maintenance outage on Tumut 3 transformer reducing available NEM north-south transfer capability.,1143.9,VIC1,True
S_RADIAL_SA_1,thermal,2025-06-06 10:48:15,2025-06-06 12:05:46,Frequency control constraint — insufficient inertia from synchronous generation online.,872.8,NSW1,True
Q^^Q_NIL_PEAK_1530,voltage,2025-04-19 03:51:55,2025-04-19 08:35:22,Maintenance outage on Tumut 3 transformer reducing available NEM north-south transfer capability.,1707.5,VIC1,False
Q^^Q_NIL_PEAK_1530,voltage,2024-12-16 23:22:42,2024-12-17 06:33:29,Basslink frequency constraint — Tasmania operating in islanded mode following communication fault.,312.9,NSW1,False
V^HYTS_MLTS_N,thermal,2025-06-11 07:20:53,2025-06-11 13:46:34,Thermal overload risk on 330kV transmission corridor following forced outage of parallel circuit.,1786.1,SA1,False
N^^Q_NIL_1,thermal,2024-11-25 19:02:28,2024-11-25 19:56:40,Transient stability limit for loss of Loy Yang A unit following high renewable penetration.,456.0,NSW1,False
F_MAIN+ML_MR_0600,thermal,2025-04-20 16:45:09,2025-04-20 18:45:41,Overload protection — Moorabool substation transformer loading above summer rating.,780.9,NSW1,False
S^NIL_PEAK_1530_3,thermal,2025-09-03 04:31:15,2025-09-03 06:28:48,Bushfire proximity pre-emptive constraint — high fire danger index in Snowy transmission corridor.,972.6,SA1,False
V^HYTS_MLTS_N,stability,2025-02-06 20:41:30,2025-02-06 21:39:17,Frequency control constraint — insufficient inertia from synchronous generation online.,1159.3,QLD1,False
S_RADIAL_SA_1,voltage,2025-05-07 02:47:06,2025-05-07 07:57:19,Dynamic stability limit triggered by loss of synchronism risk for Northern Queensland generation.,1624.7,TAS1,False
N_X_HYTS_GUN_1,thermal,2024-11-23 12:55:49,2024-11-23 18:03:10,Maintenance outage on Tumut 3 transformer reducing available NEM north-south transfer capability.,1632.9,VIC1,False
S_RADIAL_SA_1,thermal,2024-12-27 18:59:29,2024-12-27 22:21:25,Commissioning restriction on Snowy 2.0 underground cable section — progressive energisation sequence.,234.3,TAS1,True
V^GUNNQ_MUGG_E,voltage,2025-08-05 05:19:19,2025-08-06 03:26:49,Voltage stability margin insufficient following contingency N-1 on Heywood interconnector.,1579.4,TAS1,False
NSW_VIC_LOCAT_1,thermal,2024-12-16 08:10:36,2024-12-16 09:13:20,Post-fault voltage recovery limit — Hazelwood to Melbourne corridor following unit trip.,637.1,TAS1,False
V^MLTS1-HYTS_E,thermal,2025-09-05 22:41:14,2025-09-06 08:38:20,Commissioning restriction on Snowy 2.0 underground cable section — progressive energisation sequence.,648.5,SA1,True
V^HYTS_MLTS_N,thermal,2025-03-27 21:11:23,2025-03-28 04:37:55,Constraint activated following trip of New England 330kV double circuit — low probability high impact contingency active.,1459.9,NSW1,False
V^GUNNQ_MUGG_E,voltage,2025-04-01 00:51:00,2025-04-01 03:04:10,Bushfire proximity pre-emptive constraint — high fire danger index in Snowy transmission corridor.,1662.6,NSW1,False
S_RADIAL_SA_1,thermal,2025-09-27 11:57:09,2025-09-27 12:54:19,Radial supply security constraint — South Australia import capacity limit reached.,1211.8,QLD1,False
N_X_HYTS_GUN_1,voltage,2024-12-18 02:19:06,2024-12-18 08:52:56,Radial supply security constraint — South Australia import capacity limit reached.,1144.6,TAS1,False
F_I+LREG+ML_RREG_0600,voltage,2025-06-22 14:45:05,2025-06-22 22:37:54,Load shedding avoidance constraint — demand management activated in SA following gas curtailment.,866.4,SA1,False
F_I+LREG+ML_RREG_0600,thermal,2025-10-24 17:18:58,2025-10-24 20:42:57,Thermal overload risk on 330kV transmission corridor following forced outage of parallel circuit.,1421.9,NSW1,False
F_I+LREG+ML_RREG_0600,stability,2024-11-22 05:20:45,2024-11-22 19:58:33,Inverter-based resource stability constraint — high IBR penetration threshold reached in SA island mode.,510.3,NSW1,False
F_MAIN+ML_MR_0600,stability,2025-02-17 10:31:20,2025-02-17 12:09:35,Radial supply security constraint — South Australia import capacity limit reached.,1290.5,VIC1,False
Q_PQ_NIL_RADL_1,thermal,2025-01-25 23:10:30,2025-01-26 02:07:35,Load shedding avoidance constraint — demand management activated in SA following gas curtailment.,90.3,QLD1,False
N_X_HYTS_GUN_1,thermal,2024-11-26 11:44:27,2024-11-26 12:25:02,Contingency overload constraint on VIC to NSW interconnector following loss of Tumut 3.,211.9,TAS1,False
Q^^Q_NIL_PEAK_1530,stability,2025-07-09 10:22:26,2025-07-09 14:49:41,Basslink frequency constraint — Tasmania operating in islanded mode following communication fault.,1476.0,SA1,False
N^^Q_NIL_1,voltage,2025-09-03 10:41:37,2025-09-03 10:54:36,Contingency overload constraint on VIC to NSW interconnector following loss of Tumut 3.,702.9,VIC1,False
N^^Q_NIL_1,thermal,2025-07-21 11:24:07,2025-07-22 03:13:49,Basslink thermal constraint — sustained high power flow activating wet-end protection.,281.0,TAS1,False
