notice_id,notice_type,issue_time,reason,effective_date,region_id,intervention
264,SYSTEM NORMAL,2025-04-14 03:18:57,SYSTEM NORMAL: All regions operating within normal reserve margins. No directions currently active. The notice issued at 22:18 AEST on 13 April 2025 has been cancelled. AEMO will continue to monitor conditions and will issue further notices if required.,2025-04-14 05:00:57,,False
265,MARKET NOTICE,2025-08-16 10:43:23,"MARKET PRICE CAP DECLARATION — QLD1: The Regional Reference Price for QLD1 has reached the Market Price Cap of $15,300/MWh for the dispatch interval ending 10:43 AEST. This is consistent with the dispatch conditions at the time. AEMO reminds participants of their obligations under NER clause 3.8....",2025-08-16 11:42:23,,False
266,MARKET NOTICE,2025-05-21 13:02:53,CONSTRAINT ACTIVATION NOTICE: Constraint set N_X_HYTS_GUN_1 has been activated from 13:02 AEST. The constraint applies to NSW1. RHS value: 500 MW. Reason: maintenance outage on Tumut 3 transformer 2 reducing available transfer capability. Affected generators have been notified via EMMS. The const...,2025-05-21 14:41:53,,False
267,MARKET NOTICE,2025-04-03 13:43:14,INTERCONNECTOR LIMIT REDUCTION — NSW1-QLD1: The transfer capability of NSW1-QLD1 has been reduced to 450 MW in the northward direction from 13:43 AEST until further notice due to Basslink power flow control — thermal limit in wet end equipment. Constraint set N^^Q_NIL_1 has been applied. NEMDE wi...,2025-04-03 15:06:14,,False
268,MARKET NOTICE,2025-03-18 06:05:09,INTERCONNECTOR LIMIT REDUCTION — NSW1-QLD1: The transfer capability of NSW1-QLD1 has been reduced to 793 MW in the northward direction from 06:05 AEST until further notice due to Basslink power flow control — thermal limit in wet end equipment. Constraint set F_MAIN+ML_MR_0600 has been applied. N...,2025-03-18 07:21:09,,False
269,SYSTEM NORMAL,2025-10-23 18:35:50,SYSTEM NORMAL: All regions operating within normal reserve margins. No directions currently active. The notice issued at 17:35 AEST on 23 October 2025 has been cancelled. AEMO will continue to monitor conditions and will issue further notices if required.,2025-10-23 20:10:50,,False
270,MARKET NOTICE,2025-09-28 07:27:19,CONSTRAINT ACTIVATION NOTICE: Constraint set S_RADIAL_SA_1 has been activated from 07:27 AEST. The constraint applies to TAS1. RHS value: 237 MW. Reason: vegetation growth reducing conductor-to-ground clearance below statutory limit. Affected generators have been notified via EMMS. The constraint...,2025-09-28 07:51:19,,False
271,LOR1,2025-11-19 02:00:50,"LACK OF RESERVE LEVEL 1 NOTICE — TAS1: Projected reserve margin is 86 MW, below the LOR1 threshold of 339 MW for the trading interval commencing 02:00 AEST. Participants are requested to make available any additional capacity. AEMO is monitoring the situation and will issue further notices as con...",2025-11-19 03:56:50,TAS1,False
272,RESERVE NOTICE,2025-01-22 03:58:09,"SUMMER DEMAND RESERVE NOTICE — NSW1: Elevated demand forecast for the period 26 January 2025. Peak demand forecast 6541 MW, representing 11% above seasonal average. Participants are reminded that additional capacity must be registered and available for dispatch. AEMO will publish updated forecast...",2025-01-22 05:22:09,NSW1,False
273,MARKET NOTICE,2025-01-02 03:18:37,"ADMINISTERED PRICE CAP NOTICE — NSW1: The cumulative price threshold has been breached in NSW1. The Administered Price Cap of $300/MWh will apply from trading interval 03:18 AEST for a period of 7 trading days, or until AEMO advises that the cumulative price threshold is no longer breached. Bids ...",2025-01-02 04:17:37,,False
274,SYSTEM NORMAL,2025-10-03 16:19:14,SYSTEM NORMAL: All regions operating within normal reserve margins. No directions currently active. The notice issued at 13:19 AEST on 03 October 2025 has been cancelled. AEMO will continue to monitor conditions and will issue further notices if required.,2025-10-03 16:36:14,,False
275,MARKET NOTICE,2024-12-17 09:14:52,"ADMINISTERED PRICE CAP NOTICE — QLD1: The cumulative price threshold has been breached in QLD1. The Administered Price Cap of $300/MWh will apply from trading interval 09:14 AEST for a period of 7 trading days, or until AEMO advises that the cumulative price threshold is no longer breached. Bids ...",2024-12-17 10:20:52,,False
276,LOR2,2025-06-22 19:15:18,LACK OF RESERVE LEVEL 2 — SA1: AEMO declares LOR2 for 19:15 AEST. Forecast reserve 201 MW below threshold. All available FCAS providers must register to bid. AEMO is in contact with large industrial loads regarding voluntary demand response. Interconnector flows being optimised.,2025-06-22 20:09:18,SA1,True
277,MARKET NOTICE,2025-03-28 08:44:37,"MARKET PRICE CAP DECLARATION — SA1: The Regional Reference Price for SA1 has reached the Market Price Cap of $15,300/MWh for the dispatch interval ending 08:44 AEST. This is consistent with the dispatch conditions at the time. AEMO reminds participants of their obligations under NER clause 3.8.22...",2025-03-28 09:11:37,,False
278,MARKET NOTICE,2025-01-18 22:47:52,"ADMINISTERED PRICE CAP NOTICE — QLD1: The cumulative price threshold has been breached in QLD1. The Administered Price Cap of $300/MWh will apply from trading interval 22:47 AEST for a period of 7 trading days, or until AEMO advises that the cumulative price threshold is no longer breached. Bids ...",2025-01-18 23:41:52,,False
279,MARKET NOTICE,2024-12-16 05:42:30,INTERCONNECTOR LIMIT REDUCTION — T-V-MNSP1: The transfer capability of T-V-MNSP1 has been reduced to 952 MW in the northward direction from 05:42 AEST until further notice due to voltage stability limit following contingency N-1 on Heywood interconnector. Constraint set Q^^Q_NIL_PEAK_1530 has bee...,2024-12-16 05:53:30,,False
280,SYSTEM NORMAL,2025-04-20 08:41:08,SYSTEM NORMAL: All regions operating within normal reserve margins. No directions currently active. The notice issued at 04:41 AEST on 20 April 2025 has been cancelled. AEMO will continue to monitor conditions and will issue further notices if required.,2025-04-20 10:33:08,,False
281,MARKET NOTICE,2025-01-30 19:49:58,"ADMINISTERED PRICE CAP NOTICE — SA1: The cumulative price threshold has been breached in SA1. The Administered Price Cap of $300/MWh will apply from trading interval 19:49 AEST for a period of 7 trading days, or until AEMO advises that the cumulative price threshold is no longer breached. Bids an...",2025-01-30 21:04:58,,False
282,MARKET NOTICE,2025-07-05 08:29:49,"MARKET PRICE CAP DECLARATION — NSW1: The Regional Reference Price for NSW1 has reached the Market Price Cap of $15,300/MWh for the dispatch interval ending 08:29 AEST. This is consistent with the dispatch conditions at the time. AEMO reminds participants of their obligations under NER clause 3.8....",2025-07-05 08:52:49,,False
283,MARKET NOTICE,2025-05-17 07:54:38,"MARKET PRICE CAP DECLARATION — SA1: The Regional Reference Price for SA1 has reached the Market Price Cap of $15,300/MWh for the dispatch interval ending 07:54 AEST. This is consistent with the dispatch conditions at the time. AEMO reminds participants of their obligations under NER clause 3.8.22...",2025-05-17 09:12:38,,False
284,LOR1,2025-05-29 06:17:32,LOR1 DECLARED — TAS1: Reserve shortfall forecast for 06:17 AEST. Available generation 1057 MW against requirement 1205 MW. Net shortfall 89 MW. Demand response providers and semi-scheduled generators requested to maximise output. Direction may be issued if reserve levels deteriorate further.,2025-05-29 06:31:32,TAS1,False
285,MARKET NOTICE,2025-09-28 10:41:13,INTERCONNECTOR LIMIT REDUCTION — NSW1-QLD1: The transfer capability of NSW1-QLD1 has been reduced to 1325 MW in the northward direction from 10:41 AEST until further notice due to transient stability limit for loss of Loy Yang A unit 4. Constraint set F_MAIN+ML_MR_0600 has been applied. NEMDE wil...,2025-09-28 11:29:13,,False
286,MARKET NOTICE,2025-05-21 04:55:57,CONSTRAINT ACTIVATION NOTICE: Constraint set Q_PQ_NIL_RADL_1 has been activated from 04:55 AEST. The constraint applies to QLD1. RHS value: 883 MW. Reason: maintenance outage on Tumut 3 transformer 2 reducing available transfer capability. Affected generators have been notified via EMMS. The cons...,2025-05-21 06:00:57,,False
287,MARKET NOTICE,2025-11-13 12:46:18,"MARKET PRICE CAP DECLARATION — QLD1: The Regional Reference Price for QLD1 has reached the Market Price Cap of $15,300/MWh for the dispatch interval ending 12:46 AEST. This is consistent with the dispatch conditions at the time. AEMO reminds participants of their obligations under NER clause 3.8....",2025-11-13 13:33:18,,False
288,SYSTEM NORMAL,2024-11-25 07:00:12,SYSTEM NORMAL — NSW1: Reserve conditions have returned to normal levels in NSW1. The LOR3 notice issued at 06:00 AEST on 25 November 2024 is hereby cancelled. All directed participants may resume normal bidding. AEMO thanks participants for their response. No further action is required at this time.,2024-11-25 07:57:12,,False
289,MARKET NOTICE,2025-01-11 10:49:24,CONSTRAINT ACTIVATION NOTICE: Constraint set NSW_VIC_LOCAT_1 has been activated from 10:49 AEST. The constraint applies to TAS1. RHS value: 970 MW. Reason: transient stability limit for loss of Loy Yang A unit 4. Affected generators have been notified via EMMS. The constraint will remain active u...,2025-01-11 12:36:24,,False
290,MARKET NOTICE,2025-04-19 15:56:43,"MARKET PRICE CAP DECLARATION — NSW1: The Regional Reference Price for NSW1 has reached the Market Price Cap of $15,300/MWh for the dispatch interval ending 15:56 AEST. This is consistent with the dispatch conditions at the time. AEMO reminds participants of their obligations under NER clause 3.8....",2025-04-19 16:34:43,,False
291,LOR1,2024-12-20 07:39:32,LOR1 DECLARED — QLD1: Reserve shortfall forecast for 07:39 AEST. Available generation 1151 MW against requirement 1430 MW. Net shortfall 187 MW. Demand response providers and semi-scheduled generators requested to maximise output. Direction may be issued if reserve levels deteriorate further.,2024-12-20 09:23:32,QLD1,False
292,SYSTEM NORMAL,2025-09-21 06:51:38,SYSTEM NORMAL — NSW1: Reserve conditions have returned to normal levels in NSW1. The LOR2 notice issued at 03:51 AEST on 21 September 2025 is hereby cancelled. All directed participants may resume normal bidding. AEMO thanks participants for their response. No further action is required at this t...,2025-09-21 08:05:38,,False
293,LOR2,2025-07-31 13:51:51,"LACK OF RESERVE LEVEL 2 NOTICE — TAS1: Directed reserve shortfall. Available capacity 2437 MW, requirement 2801 MW. AEMO is directing semi-scheduled generators and will consider emergency directions under clause 4.8.9 of the NER if the situation does not improve within the next two dispatch inter...",2025-07-31 14:01:51,TAS1,True
294,RESERVE NOTICE,2025-07-29 20:59:37,ADVANCE RESERVE NOTICE — TAS1: AEMO is advising market participants of forecast tight reserve conditions for trading day 31 July 2025. Forecast demand 11006 MW. Current committed generation 10506 MW. Participants with mothballed or decommissioned units are invited to advise AEMO of availability w...,2025-07-29 22:50:37,TAS1,False
295,LOR2,2025-09-03 14:58:53,LACK OF RESERVE LEVEL 2 — NSW1: AEMO declares LOR2 for 14:58 AEST. Forecast reserve 55 MW below threshold. All available FCAS providers must register to bid. AEMO is in contact with large industrial loads regarding voluntary demand response. Interconnector flows being optimised.,2025-09-03 16:03:53,NSW1,True
296,LOR2,2025-09-30 10:03:01,"LACK OF RESERVE LEVEL 2 NOTICE — QLD1: Directed reserve shortfall. Available capacity 4859 MW, requirement 5100 MW. AEMO is directing semi-scheduled generators and will consider emergency directions under clause 4.8.9 of the NER if the situation does not improve within the next two dispatch inter...",2025-09-30 11:51:01,QLD1,True
297,SYSTEM NORMAL,2025-02-24 14:55:56,SYSTEM NORMAL — NSW1: Reserve conditions have returned to normal levels in NSW1. The LOR1 notice issued at 08:55 AEST on 24 February 2025 is hereby cancelled. All directed participants may resume normal bidding. AEMO thanks participants for their response. No further action is required at this time.,2025-02-24 15:17:56,,False
298,RESERVE NOTICE,2025-07-28 11:36:28,"SUMMER DEMAND RESERVE NOTICE — SA1: Elevated demand forecast for the period 02 August 2025. Peak demand forecast 7711 MW, representing 13% above seasonal average. Participants are reminded that additional capacity must be registered and available for dispatch. AEMO will publish updated forecasts ...",2025-07-28 12:33:28,SA1,False
299,LOR2,2025-06-07 02:37:21,LACK OF RESERVE LEVEL 2 — VIC1: AEMO declares LOR2 for 02:37 AEST. Forecast reserve 290 MW below threshold. All available FCAS providers must register to bid. AEMO is in contact with large industrial loads regarding voluntary demand response. Interconnector flows being optimised.,2025-06-07 03:17:21,VIC1,True
300,SYSTEM NORMAL,2024-12-12 08:55:50,SYSTEM NORMAL — VIC1: Reserve conditions have returned to normal levels in VIC1. The LOR2 notice issued at 06:55 AEST on 12 December 2024 is hereby cancelled. All directed participants may resume normal bidding. AEMO thanks participants for their response. No further action is required at this time.,2024-12-12 09:20:50,,False
301,LOR3,2025-11-03 04:07:31,LOR3 EMERGENCY DECLARED — SA1: Emergency directions issued. Available capacity 1712 MW against minimum requirement 1838 MW. AEMO has contacted all registered participants. Involuntary load shedding 58 MW now active. Situation is being monitored continuously.,2025-11-03 05:26:31,SA1,True
302,SYSTEM NORMAL,2025-01-04 03:36:48,SYSTEM NORMAL — SA1: Reserve conditions have returned to normal levels in SA1. The LOR2 notice issued at 01:36 AEST on 04 January 2025 is hereby cancelled. All directed participants may resume normal bidding. AEMO thanks participants for their response. No further action is required at this time.,2025-01-04 04:34:48,,False
303,LOR1,2025-03-10 10:03:40,"LACK OF RESERVE LEVEL 1 NOTICE — SA1: Projected reserve margin is 253 MW, below the LOR1 threshold of 531 MW for the trading interval commencing 10:03 AEST. Participants are requested to make available any additional capacity. AEMO is monitoring the situation and will issue further notices as con...",2025-03-10 11:42:40,SA1,False
304,SYSTEM NORMAL,2025-05-27 03:06:50,SYSTEM NORMAL: All regions operating within normal reserve margins. No directions currently active. The notice issued at 23:06 AEST on 26 May 2025 has been cancelled. AEMO will continue to monitor conditions and will issue further notices if required.,2025-05-27 04:08:50,,False
305,MARKET NOTICE,2025-05-17 15:25:24,"ADMINISTERED PRICE CAP NOTICE — VIC1: The cumulative price threshold has been breached in VIC1. The Administered Price Cap of $300/MWh will apply from trading interval 15:25 AEST for a period of 7 trading days, or until AEMO advises that the cumulative price threshold is no longer breached. Bids ...",2025-05-17 17:21:24,,False
306,MARKET NOTICE,2025-09-23 21:49:12,"MARKET PRICE CAP DECLARATION — TAS1: The Regional Reference Price for TAS1 has reached the Market Price Cap of $15,300/MWh for the dispatch interval ending 21:49 AEST. This is consistent with the dispatch conditions at the time. AEMO reminds participants of their obligations under NER clause 3.8....",2025-09-23 23:46:12,,False
307,MARKET NOTICE,2025-08-01 01:28:34,CONSTRAINT ACTIVATION NOTICE: Constraint set Q^^Q_NIL_PEAK_1530 has been activated from 01:28 AEST. The constraint applies to TAS1. RHS value: 670 MW. Reason: Basslink power flow control — thermal limit in wet end equipment. Affected generators have been notified via EMMS. The constraint will rem...,2025-08-01 03:24:34,,False
308,SYSTEM NORMAL,2025-04-13 23:22:04,SYSTEM NORMAL: All regions operating within normal reserve margins. No directions currently active. The notice issued at 20:22 AEST on 13 April 2025 has been cancelled. AEMO will continue to monitor conditions and will issue further notices if required.,2025-04-13 23:51:04,,False
309,LOR2,2025-11-18 20:16:24,"LACK OF RESERVE LEVEL 2 NOTICE — QLD1: Directed reserve shortfall. Available capacity 1929 MW, requirement 2001 MW. AEMO is directing semi-scheduled generators and will consider emergency directions under clause 4.8.9 of the NER if the situation does not improve within the next two dispatch inter...",2025-11-18 21:14:24,QLD1,True
310,RESERVE NOTICE,2025-05-18 20:56:07,ADVANCE RESERVE NOTICE — VIC1: AEMO is advising market participants of forecast tight reserve conditions for trading day 20 May 2025. Forecast demand 7559 MW. Current committed generation 7167 MW. Participants with mothballed or decommissioned units are invited to advise AEMO of availability with...,2025-05-18 22:55:07,VIC1,False
311,LOR3,2025-01-23 15:00:10,LACK OF RESERVE LEVEL 3 — EMERGENCY: NSW1 is experiencing a reserve deficit of 161 MW. AEMO is issuing directions under NER clause 4.8.9 to all available generators in NSW1 and adjacent regions. Load shedding may be required to maintain system security. AEMO is in contact with NSW1 DNSP to coordi...,2025-01-23 15:45:10,NSW1,True
312,RESERVE NOTICE,2025-11-17 07:49:40,ADVANCE RESERVE NOTICE — NSW1: AEMO is advising market participants of forecast tight reserve conditions for trading day 19 November 2025. Forecast demand 11557 MW. Current committed generation 10601 MW. Participants with mothballed or decommissioned units are invited to advise AEMO of availabili...,2025-11-17 09:28:40,NSW1,False
313,RESERVE NOTICE,2025-01-06 09:21:51,"SUMMER DEMAND RESERVE NOTICE — SA1: Elevated demand forecast for the period 11 January 2025. Peak demand forecast 11904 MW, representing 9% above seasonal average. Participants are reminded that additional capacity must be registered and available for dispatch. AEMO will publish updated forecasts...",2025-01-06 10:45:51,SA1,False
314,RESERVE NOTICE,2025-05-31 11:28:06,"SUMMER DEMAND RESERVE NOTICE — TAS1: Elevated demand forecast for the period 04 June 2025. Peak demand forecast 7773 MW, representing 14% above seasonal average. Participants are reminded that additional capacity must be registered and available for dispatch. AEMO will publish updated forecasts v...",2025-05-31 12:38:06,TAS1,False
315,SYSTEM NORMAL,2025-01-24 14:38:11,SYSTEM NORMAL: All regions operating within normal reserve margins. No directions currently active. The notice issued at 11:38 AEST on 24 January 2025 has been cancelled. AEMO will continue to monitor conditions and will issue further notices if required.,2025-01-24 16:16:11,,False
316,MARKET NOTICE,2025-05-20 11:16:12,CONSTRAINT ACTIVATION NOTICE: Constraint set V^GUNNQ_MUGG_E has been activated from 11:16 AEST. The constraint applies to VIC1. RHS value: 354 MW. Reason: vegetation growth reducing conductor-to-ground clearance below statutory limit. Affected generators have been notified via EMMS. The constrain...,2025-05-20 11:46:12,,False
317,SYSTEM NORMAL,2025-08-07 14:45:47,SYSTEM NORMAL: All regions operating within normal reserve margins. No directions currently active. The notice issued at 13:45 AEST on 07 August 2025 has been cancelled. AEMO will continue to monitor conditions and will issue further notices if required.,2025-08-07 15:12:47,,False
318,LOR1,2025-07-03 09:50:46,"LACK OF RESERVE LEVEL 1 NOTICE — QLD1: Projected reserve margin is 357 MW, below the LOR1 threshold of 485 MW for the trading interval commencing 09:50 AEST. Participants are requested to make available any additional capacity. AEMO is monitoring the situation and will issue further notices as co...",2025-07-03 10:15:46,QLD1,False
319,LOR1,2025-09-14 23:25:17,LOR1 DECLARED — VIC1: Reserve shortfall forecast for 23:25 AEST. Available generation 2450 MW against requirement 2595 MW. Net shortfall 237 MW. Demand response providers and semi-scheduled generators requested to maximise output. Direction may be issued if reserve levels deteriorate further.,2025-09-15 00:39:17,VIC1,False
320,LOR3,2025-06-05 11:52:07,LACK OF RESERVE LEVEL 3 — EMERGENCY: VIC1 is experiencing a reserve deficit of 172 MW. AEMO is issuing directions under NER clause 4.8.9 to all available generators in VIC1 and adjacent regions. Load shedding may be required to maintain system security. AEMO is in contact with VIC1 DNSP to coordi...,2025-06-05 13:38:07,VIC1,True
321,LOR1,2025-10-04 08:22:51,"LACK OF RESERVE LEVEL 1 NOTICE — VIC1: Projected reserve margin is 123 MW, below the LOR1 threshold of 420 MW for the trading interval commencing 08:22 AEST. Participants are requested to make available any additional capacity. AEMO is monitoring the situation and will issue further notices as co...",2025-10-04 10:16:51,VIC1,False
322,LOR1,2025-05-23 04:09:51,"LACK OF RESERVE LEVEL 1 NOTICE — QLD1: Projected reserve margin is 314 MW, below the LOR1 threshold of 571 MW for the trading interval commencing 04:09 AEST. Participants are requested to make available any additional capacity. AEMO is monitoring the situation and will issue further notices as co...",2025-05-23 04:19:51,QLD1,False
323,MARKET NOTICE,2025-10-20 02:27:52,INTERCONNECTOR LIMIT REDUCTION — VIC1-NSW1: The transfer capability of VIC1-NSW1 has been reduced to 1456 MW in the northward direction from 02:27 AEST until further notice due to thermal overload risk on Moorabool-Hazelwood 220kV line. Constraint set F_MAIN+ML_MR_0600 has been applied. NEMDE wil...,2025-10-20 03:02:52,,False
324,MARKET NOTICE,2025-05-11 17:58:57,"MARKET PRICE CAP DECLARATION — NSW1: The Regional Reference Price for NSW1 has reached the Market Price Cap of $15,300/MWh for the dispatch interval ending 17:58 AEST. This is consistent with the dispatch conditions at the time. AEMO reminds participants of their obligations under NER clause 3.8....",2025-05-11 18:26:57,,False
325,RESERVE NOTICE,2025-04-20 10:25:11,ADVANCE RESERVE NOTICE — TAS1: AEMO is advising market participants of forecast tight reserve conditions for trading day 21 April 2025. Forecast demand 12222 MW. Current committed generation 11249 MW. Participants with mothballed or decommissioned units are invited to advise AEMO of availability ...,2025-04-20 12:04:11,TAS1,False
326,MARKET NOTICE,2025-06-12 23:33:59,CONSTRAINT ACTIVATION NOTICE: Constraint set N_X_HYTS_GUN_1 has been activated from 23:33 AEST. The constraint applies to NSW1. RHS value: 604 MW. Reason: planned works on Snowy 2.0 transmission connection — commissioning phase restriction. Affected generators have been notified via EMMS. The con...,2025-06-12 23:53:59,,False
327,MARKET NOTICE,2025-09-15 11:22:40,"ADMINISTERED PRICE CAP NOTICE — QLD1: The cumulative price threshold has been breached in QLD1. The Administered Price Cap of $300/MWh will apply from trading interval 11:22 AEST for a period of 7 trading days, or until AEMO advises that the cumulative price threshold is no longer breached. Bids ...",2025-09-15 13:03:40,,False
328,LOR1,2025-08-12 08:25:10,LOR1 DECLARED — VIC1: Reserve shortfall forecast for 08:25 AEST. Available generation 3644 MW against requirement 3912 MW. Net shortfall 232 MW. Demand response providers and semi-scheduled generators requested to maximise output. Direction may be issued if reserve levels deteriorate further.,2025-08-12 09:18:10,VIC1,False
329,SYSTEM NORMAL,2025-05-08 03:40:42,SYSTEM NORMAL: All regions operating within normal reserve margins. No directions currently active. The notice issued at 02:40 AEST on 08 May 2025 has been cancelled. AEMO will continue to monitor conditions and will issue further notices if required.,2025-05-08 04:34:42,,False
330,MARKET NOTICE,2025-08-05 08:22:42,"ADMINISTERED PRICE CAP NOTICE — TAS1: The cumulative price threshold has been breached in TAS1. The Administered Price Cap of $300/MWh will apply from trading interval 08:22 AEST for a period of 7 trading days, or until AEMO advises that the cumulative price threshold is no longer breached. Bids ...",2025-08-05 09:40:42,,False
331,SYSTEM NORMAL,2025-09-15 04:07:30,SYSTEM NORMAL — QLD1: Reserve conditions have returned to normal levels in QLD1. The LOR2 notice issued at 23:07 AEST on 14 September 2025 is hereby cancelled. All directed participants may resume normal bidding. AEMO thanks participants for their response. No further action is required at this t...,2025-09-15 05:00:30,,False
332,SYSTEM NORMAL,2025-08-04 10:50:24,SYSTEM NORMAL: All regions operating within normal reserve margins. No directions currently active. The notice issued at 04:50 AEST on 04 August 2025 has been cancelled. AEMO will continue to monitor conditions and will issue further notices if required.,2025-08-04 12:00:24,,False
333,MARKET NOTICE,2025-03-18 07:44:13,"ADMINISTERED PRICE CAP NOTICE — SA1: The cumulative price threshold has been breached in SA1. The Administered Price Cap of $300/MWh will apply from trading interval 07:44 AEST for a period of 7 trading days, or until AEMO advises that the cumulative price threshold is no longer breached. Bids an...",2025-03-18 08:14:13,,False
334,LOR2,2025-05-06 20:54:55,"LACK OF RESERVE LEVEL 2 NOTICE — NSW1: Directed reserve shortfall. Available capacity 1800 MW, requirement 2002 MW. AEMO is directing semi-scheduled generators and will consider emergency directions under clause 4.8.9 of the NER if the situation does not improve within the next two dispatch inter...",2025-05-06 22:22:55,NSW1,True
335,SYSTEM NORMAL,2025-08-05 15:09:37,SYSTEM NORMAL: All regions operating within normal reserve margins. No directions currently active. The notice issued at 13:09 AEST on 05 August 2025 has been cancelled. AEMO will continue to monitor conditions and will issue further notices if required.,2025-08-05 15:48:37,,False
336,LOR2,2025-07-30 21:33:14,"LACK OF RESERVE LEVEL 2 NOTICE — TAS1: Directed reserve shortfall. Available capacity 4309 MW, requirement 4426 MW. AEMO is directing semi-scheduled generators and will consider emergency directions under clause 4.8.9 of the NER if the situation does not improve within the next two dispatch inter...",2025-07-30 22:08:14,TAS1,True
337,MARKET NOTICE,2025-01-29 08:18:04,"ADMINISTERED PRICE CAP NOTICE — NSW1: The cumulative price threshold has been breached in NSW1. The Administered Price Cap of $300/MWh will apply from trading interval 08:18 AEST for a period of 7 trading days, or until AEMO advises that the cumulative price threshold is no longer breached. Bids ...",2025-01-29 09:55:04,,False
338,SYSTEM NORMAL,2025-06-04 06:39:15,SYSTEM NORMAL: All regions operating within normal reserve margins. No directions currently active. The notice issued at 04:39 AEST on 04 June 2025 has been cancelled. AEMO will continue to monitor conditions and will issue further notices if required.,2025-06-04 08:09:15,,False
339,SYSTEM NORMAL,2025-02-28 18:18:10,SYSTEM NORMAL: All regions operating within normal reserve margins. No directions currently active. The notice issued at 13:18 AEST on 28 February 2025 has been cancelled. AEMO will continue to monitor conditions and will issue further notices if required.,2025-02-28 19:25:10,,False
340,SYSTEM NORMAL,2025-08-17 05:37:37,SYSTEM NORMAL: All regions operating within normal reserve margins. No directions currently active. The notice issued at 03:37 AEST on 17 August 2025 has been cancelled. AEMO will continue to monitor conditions and will issue further notices if required.,2025-08-17 06:14:37,,False
341,MARKET NOTICE,2025-11-12 16:43:15,"ADMINISTERED PRICE CAP NOTICE — QLD1: The cumulative price threshold has been breached in QLD1. The Administered Price Cap of $300/MWh will apply from trading interval 16:43 AEST for a period of 7 trading days, or until AEMO advises that the cumulative price threshold is no longer breached. Bids ...",2025-11-12 18:40:15,,False
342,MARKET NOTICE,2025-07-13 20:07:38,"MARKET PRICE CAP DECLARATION — TAS1: The Regional Reference Price for TAS1 has reached the Market Price Cap of $15,300/MWh for the dispatch interval ending 20:07 AEST. This is consistent with the dispatch conditions at the time. AEMO reminds participants of their obligations under NER clause 3.8....",2025-07-13 21:46:38,,False
343,MARKET NOTICE,2025-10-16 22:14:36,"MARKET PRICE CAP DECLARATION — SA1: The Regional Reference Price for SA1 has reached the Market Price Cap of $15,300/MWh for the dispatch interval ending 22:14 AEST. This is consistent with the dispatch conditions at the time. AEMO reminds participants of their obligations under NER clause 3.8.22...",2025-10-17 00:00:36,,False
344,MARKET NOTICE,2025-07-31 07:28:17,"ADMINISTERED PRICE CAP NOTICE — VIC1: The cumulative price threshold has been breached in VIC1. The Administered Price Cap of $300/MWh will apply from trading interval 07:28 AEST for a period of 7 trading days, or until AEMO advises that the cumulative price threshold is no longer breached. Bids ...",2025-07-31 07:44:17,,False
345,LOR2,2025-08-26 02:53:45,"LACK OF RESERVE LEVEL 2 NOTICE — QLD1: Directed reserve shortfall. Available capacity 4981 MW, requirement 5331 MW. AEMO is directing semi-scheduled generators and will consider emergency directions under clause 4.8.9 of the NER if the situation does not improve within the next two dispatch inter...",2025-08-26 03:34:45,QLD1,True
346,MARKET NOTICE,2025-07-06 09:03:01,INTERCONNECTOR LIMIT REDUCTION — V-S-MNSP1: The transfer capability of V-S-MNSP1 has been reduced to 993 MW in the westward direction from 09:03 AEST until further notice due to Basslink power flow control — thermal limit in wet end equipment. Constraint set F_I+LREG+ML_RREG_0600 has been applied...,2025-07-06 09:18:01,,False
347,MARKET NOTICE,2025-09-29 13:29:52,"MARKET PRICE CAP DECLARATION — NSW1: The Regional Reference Price for NSW1 has reached the Market Price Cap of $15,300/MWh for the dispatch interval ending 13:29 AEST. This is consistent with the dispatch conditions at the time. AEMO reminds participants of their obligations under NER clause 3.8....",2025-09-29 13:34:52,,False
348,MARKET NOTICE,2025-06-15 23:54:29,"MARKET PRICE CAP DECLARATION — QLD1: The Regional Reference Price for QLD1 has reached the Market Price Cap of $15,300/MWh for the dispatch interval ending 23:54 AEST. This is consistent with the dispatch conditions at the time. AEMO reminds participants of their obligations under NER clause 3.8....",2025-06-16 00:13:29,,False
349,SYSTEM NORMAL,2025-06-25 19:15:49,SYSTEM NORMAL — SA1: Reserve conditions have returned to normal levels in SA1. The LOR3 notice issued at 15:15 AEST on 25 June 2025 is hereby cancelled. All directed participants may resume normal bidding. AEMO thanks participants for their response. No further action is required at this time.,2025-06-25 19:26:49,,False
350,LOR2,2025-10-24 15:54:02,LACK OF RESERVE LEVEL 2 — QLD1: AEMO declares LOR2 for 15:54 AEST. Forecast reserve 312 MW below threshold. All available FCAS providers must register to bid. AEMO is in contact with large industrial loads regarding voluntary demand response. Interconnector flows being optimised.,2025-10-24 16:10:02,QLD1,True
351,RESERVE NOTICE,2025-11-01 14:51:59,"SUMMER DEMAND RESERVE NOTICE — QLD1: Elevated demand forecast for the period 02 November 2025. Peak demand forecast 11369 MW, representing 15% above seasonal average. Participants are reminded that additional capacity must be registered and available for dispatch. AEMO will publish updated foreca...",2025-11-01 16:23:59,QLD1,False
352,RESERVE NOTICE,2025-05-16 23:13:00,"SUMMER DEMAND RESERVE NOTICE — TAS1: Elevated demand forecast for the period 18 May 2025. Peak demand forecast 8590 MW, representing 9% above seasonal average. Participants are reminded that additional capacity must be registered and available for dispatch. AEMO will publish updated forecasts via...",2025-05-16 23:34:00,TAS1,False
