work_order_id,asset_id,work_type,priority,status,created_date,completed_date,technician_id,crew_size,description,findings,materials_used,cost_aud,contractor
WO-D0A9EE5A,062167bd-cdcb-4b0c-b3cf-8cf261ce8485,inspection,P3,completed,2023-01-02,2023-02-05,TECH7795,3,Annual thermographic inspection of 11kV ring main unit — all connections within acceptable temperature limits.,Oil sample shows elevated dissolved hydrogen: 85 ppm. Repeat DGA in 3 months; schedule investigation if trend continues.,No materials consumed — inspection and condition assessment only.,1432.7,False
WO-EDFBD9D3,236bdf7c-34f6-48c9-8b48-80030ac24dc6,inspection,P3,completed,2023-12-14,2024-02-07,TECH6293,4,"Emergency repair to storm-damaged pole — excavate, set, and back-fill new Class 3 hardwood pole.",Three fuse links approaching end of service life — replacement scheduled within 30 days.,No materials consumed — inspection and condition assessment only.,4676.95,False
WO-1A683DE6,11547ba1-d74a-43cd-8db5-c42b3c4bb576,replacement,P3,open,2024-05-27,,TECH1366,4,Inspection and torque-check of all bolted connections on 132kV bus section following conductor galloping incident.,,"Cross-arm hardwood Class 2, 2.4m (4 off); bolts and washers; galvanised staples.",48754.61,True
WO-8D4F832A,df68bd9e-3a5b-45ac-ada0-e6786ac48c64,replacement,P4,completed,2024-09-15,2025-02-11,TECH3891,2,Cable joint excavation and re-termination at 66kV underground circuit following water ingress identification.,Minor bird nesting detected in cable management duct — removed and deterrent installed.,"Conductor — ACSR Lark 150mm², 200m; 6 x strain insulators; compression fittings.",29898.46,False
WO-C4263E42,03a90462-1ce7-464d-8174-b82e878dbf3b,replacement,P2,completed,2024-08-15,2024-08-19,TECH4270,2,Replace deteriorated conductor on 300 m span — conductor grade reduced from AAAC to below acceptable limit.,Hot spot identified at phase B terminal — thermal image attached. Torque and re-test prior to closing out work order.,No materials consumed — inspection and condition assessment only.,14441.15,False
WO-A8DD5A0B,07c1d62a-f683-4a9b-92bd-ae74438d8028,inspection,P3,cancelled,2022-02-02,,TECH3928,5,Cable joint excavation and re-termination at 66kV underground circuit following water ingress identification.,,No materials consumed — inspection and condition assessment only.,4740.54,False
WO-B4FFB9A8,11547ba1-d74a-43cd-8db5-c42b3c4bb576,inspection,P4,completed,2022-08-07,2022-09-19,TECH8902,3,Earth testing of transmission tower footings — ensure resistance below 10 Ω per specification.,Structure footing exposed by erosion — restore with compacted fill and inspect after next rainfall event.,No materials consumed — inspection and condition assessment only.,1907.69,True
WO-0115EF6C,05bd449a-1217-44e2-b67f-8f719bf0f102,emergency,P1,completed,2023-11-10,2023-11-10,TECH6992,2,Cable joint excavation and re-termination at 66kV underground circuit following water ingress identification.,Minor bird nesting detected in cable management duct — removed and deterrent installed.,Fuse links — 100A HRC (12 off); fuse carriers; insulating gloves.,43180.94,True
WO-74C7AE9A,30b0aa91-5031-4159-818b-6dcb26a6b8fa,repair,P3,open,2024-02-12,,TECH8946,2,Battery string replacement in protection DC system — individual cell voltage and internal resistance within specification.,,"Cross-arm hardwood Class 2, 2.4m (4 off); bolts and washers; galvanised staples.",8664.33,True
WO-0BCD3B97,bcb8916e-ceb3-419b-9638-72f77d3b4f39,inspection,P3,open,2023-11-01,,TECH1875,4,Install wildlife protection devices on exposed live conductors at bird-strike-prone section of 11kV overhead line.,,No materials consumed — inspection and condition assessment only.,1655.24,False
WO-34D71573,6f833c47-3330-430a-ac8c-93b04f69435e,inspection,P3,open,2025-08-23,,TECH9111,3,"Emergency repair to storm-damaged pole — excavate, set, and back-fill new Class 3 hardwood pole.",,No materials consumed — inspection and condition assessment only.,3164.23,False
WO-FB7D728F,aceaa2c3-ba3e-4731-b296-bfe9f262da47,inspection,P2,in_progress,2023-01-04,,TECH9851,2,"Inspect and service on-load tap changer (OLTC) — check drive mechanism, contacts, and oil compartment.",Corrosion found on earth rod connection — cleaned and re-terminated. Measured resistance: 7.2 Ω (within 10 Ω limit).,No materials consumed — inspection and condition assessment only.,1277.11,False
WO-BAF11904,5210d2ff-e205-494e-8aa1-20dea8786fd7,repair,P3,completed,2022-06-13,2022-07-20,TECH3550,4,Install overhead line spacers on bundled conductor to prevent clashing in high-wind conditions.,No defects found. Asset in good condition. Recommend next scheduled inspection in 12 months.,"Cross-arm hardwood Class 2, 2.4m (4 off); bolts and washers; galvanised staples.",45080.53,True
WO-29444D9C,4221b693-5682-4d5e-a3e8-35e1e0aa192d,inspection,P2,open,2025-04-23,,TECH8581,3,Install overhead line spacers on bundled conductor to prevent clashing in high-wind conditions.,,No materials consumed — inspection and condition assessment only.,1981.06,True
WO-8D3368C7,24f835ca-dc96-4b47-bbdc-f63bcd9251ba,replacement,P3,completed,2024-05-31,2024-06-30,TECH3645,2,"Inspect and service on-load tap changer (OLTC) — check drive mechanism, contacts, and oil compartment.",Insulation resistance below threshold — recommend replacement before next scheduled maintenance cycle.,Earth rod — copper-bonded 16mm x 1.5m (2 off); compression coupler; driving cap.,30805.4,False
WO-2011547B,dc692a8b-4b23-4d21-a7ba-dbec95e03e70,repair,P4,completed,2023-01-29,2023-07-12,TECH1733,3,"Switchgear maintenance: lubrication of mechanism, contact resistance measurement, SF6 pressure check.",Minor bird nesting detected in cable management duct — removed and deterrent installed.,"Battery cells — 2V, 200Ah valve-regulated lead-acid (12 off); terminal grease.",7846.41,False
WO-84B3B2D4,fe91f1f5-d150-43f6-9c0a-7a25631c4688,inspection,P3,in_progress,2023-03-17,,TECH9279,2,SCADA RTU battery replacement — UPS autonomy test passed post-replacement.,Minor bird nesting detected in cable management duct — removed and deterrent installed.,No materials consumed — inspection and condition assessment only.,839.09,False
WO-1E3D1680,e53bc937-8799-4815-8fd8-1ae0ddb8e4de,repair,P2,in_progress,2025-09-22,,TECH6374,2,Replace all primary fuse links on overhead distribution feeder following end-of-life assessment.,Cable sheath integrity verified — no evidence of moisture ingress. Joint resealed with approved compound.,Pole — Class 3 hardwood 12m (1 off); footings concrete 0.5 m3.,12785.34,False
WO-B92D5959,4c133305-ccbc-4345-823e-0c22679b14fa,emergency,P1,cancelled,2023-04-05,,TECH6047,1,"Switchgear maintenance: lubrication of mechanism, contact resistance measurement, SF6 pressure check.",,Fuse links — 100A HRC (12 off); fuse carriers; insulating gloves.,38219.02,False
WO-F40A1C1B,fe6939b5-5e82-40f4-81eb-b054254add81,repair,P3,completed,2023-02-04,2023-02-15,TECH9492,3,Earth testing of transmission tower footings — ensure resistance below 10 Ω per specification.,OLTC mechanism stiff on positions 3 and 4. Apply approved lubricant — retest confirmed full range of travel.,"Cross-arm hardwood Class 2, 2.4m (4 off); bolts and washers; galvanised staples.",10767.47,True
WO-4B0F807E,37bc1aaa-a61c-4e57-8261-16ca05011242,inspection,P2,in_progress,2023-12-27,,TECH6086,3,Install overhead line spacers on bundled conductor to prevent clashing in high-wind conditions.,Structure footing exposed by erosion — restore with compacted fill and inspect after next rainfall event.,No materials consumed — inspection and condition assessment only.,2519.34,False
WO-DD2C58BF,af58455d-e590-4569-8a8d-e03248b371fd,repair,P3,completed,2024-05-17,2024-06-06,TECH4989,3,Upgrade pole-top hardware to meet updated network clearance standards — install insulated cross-arms.,Insulation resistance below threshold — recommend replacement before next scheduled maintenance cycle.,"Cable joint kit — heat-shrink straight joint, 11kV XLPE (2 off); joint compound.",22185.44,True
WO-71CCA549,64d6fe81-41a1-4819-bebf-60ebe516c8f6,repair,P4,completed,2023-08-13,2023-09-21,TECH9898,2,Scheduled oil sampling and dissolved gas analysis (DGA) on 33kV power transformer. Results pending laboratory analysis.,All connections within specification. No evidence of partial discharge or tracking on insulators.,Spacers — oval-profile 11kV bundled conductor spacer (40 off); installation tool.,10104.8,True
WO-74941C45,f4011e81-d760-4626-9542-f08cb70f25fa,repair,P2,completed,2022-12-20,2022-12-23,TECH3417,3,SCADA RTU battery replacement — UPS autonomy test passed post-replacement.,No defects found. Asset in good condition. Recommend next scheduled inspection in 12 months.,"Transformer oil — IEC 60296 mineral, 800 L; degassing and reconditioning reagents.",16389.09,False
WO-405D488A,9175cf2c-2d11-4d13-8668-1a817816dc3a,repair,P3,completed,2024-06-26,2024-07-23,TECH3570,4,SCADA RTU battery replacement — UPS autonomy test passed post-replacement.,Three fuse links approaching end of service life — replacement scheduled within 30 days.,SF6 gas — grade 2.8 industrial (5 kg); refill adapter; leak detector.,18639.41,True
WO-4AC05C65,c4ff1be7-3f0a-42a2-82eb-5aba3f94ed13,inspection,P3,completed,2022-05-31,2022-07-29,TECH1833,2,"Substation security audit — CCTV operational, perimeter fencing integrity, lock audit.",Protection relay trip time confirmed within tolerance. Settings match approved coordination study.,No materials consumed — inspection and condition assessment only.,1232.44,True
WO-4AF98ECD,8dfa98e3-1f3b-485e-a0da-809b5c2d3a2b,repair,P3,completed,2024-05-28,2024-07-20,TECH4095,1,Replace all primary fuse links on overhead distribution feeder following end-of-life assessment.,Protection relay trip time confirmed within tolerance. Settings match approved coordination study.,"Cross-arm hardwood Class 2, 2.4m (4 off); bolts and washers; galvanised staples.",5250.16,False
WO-DFA9BF45,6bc283e5-7683-4ba9-8d02-fc50e86797f8,replacement,P3,in_progress,2023-12-31,,TECH2010,1,SCADA RTU battery replacement — UPS autonomy test passed post-replacement.,No defects found. Asset in good condition. Recommend next scheduled inspection in 12 months.,SCADA RTU backup battery — 12V 7Ah sealed lead-acid (4 off).,37950.07,False
WO-79C6AA0F,77eb7133-2ce2-483d-b3c2-1f6e972b192f,inspection,P2,completed,2025-04-20,2025-04-25,TECH8931,3,"Ground-level visual inspection of pole line — check for storm damage, vegetation encroachment, and structural defects.",Corrosion found on earth rod connection — cleaned and re-terminated. Measured resistance: 7.2 Ω (within 10 Ω limit).,No materials consumed — inspection and condition assessment only.,1948.97,False
WO-E431C076,5210d2ff-e205-494e-8aa1-20dea8786fd7,inspection,P4,completed,2022-04-05,2022-05-19,TECH4121,2,"Switchgear maintenance: lubrication of mechanism, contact resistance measurement, SF6 pressure check.",All connections within specification. No evidence of partial discharge or tracking on insulators.,No materials consumed — inspection and condition assessment only.,2263.68,False
WO-17E7308E,ab40d22a-a7bd-4d80-b306-111bbb0d4d9b,inspection,P3,completed,2023-04-04,2023-04-25,TECH8192,2,Reconductor 2.5 km section of rural feeder — upgrade to larger conductor size to improve voltage regulation.,Protection relay trip time confirmed within tolerance. Settings match approved coordination study.,No materials consumed — inspection and condition assessment only.,1720.39,False
WO-D1124332,01a25e6d-7728-4f56-b6fb-0ca421baa2de,repair,P3,completed,2022-01-26,2022-02-13,TECH7465,3,Clean and test protection relay — calibrate overcurrent and earth-fault trip thresholds per current settings file.,"Meter reading discrepancy noted — field check confirms meter operating correctly, likely data comms issue at head-end.","Cross-arm hardwood Class 2, 2.4m (4 off); bolts and washers; galvanised staples.",10662.94,False
WO-F72FD710,49acbbad-3da3-40ec-ab0f-1046b1169080,replacement,P3,open,2023-10-29,,TECH3004,3,Upgrade pole-top hardware to meet updated network clearance standards — install insulated cross-arms.,,Pole — Class 3 hardwood 12m (1 off); footings concrete 0.5 m3.,77253.81,False
WO-40BDF21B,66b344e5-dd3c-4053-82b5-597575abfe3a,repair,P3,completed,2025-02-12,2025-04-03,TECH3270,3,Battery string replacement in protection DC system — individual cell voltage and internal resistance within specification.,Oil sample shows elevated dissolved hydrogen: 85 ppm. Repeat DGA in 3 months; schedule investigation if trend continues.,Fuse links — 100A HRC (12 off); fuse carriers; insulating gloves.,18435.67,False
WO-996C7F8F,0039a51e-bd4a-453e-8680-e78793918bfa,repair,P3,completed,2023-03-07,2023-04-23,TECH5209,2,Reconductor 2.5 km section of rural feeder — upgrade to larger conductor size to improve voltage regulation.,Hot spot identified at phase B terminal — thermal image attached. Torque and re-test prior to closing out work order.,SCADA RTU backup battery — 12V 7Ah sealed lead-acid (4 off).,11351.87,True
WO-6F4732BC,4908492d-5604-406a-bafb-ac56f6943d84,replacement,P2,completed,2022-02-11,2022-02-15,TECH8658,5,SCADA RTU battery replacement — UPS autonomy test passed post-replacement.,Two intermediate cross-arms showing advanced weathering. Replacement required within 6 months to maintain clearance.,"Cross-arm hardwood Class 2, 2.4m (4 off); bolts and washers; galvanised staples.",181137.41,False
WO-14B228EF,b18fa9c4-4b67-43ea-81de-b23c55b2f0ef,emergency,P2,completed,2023-06-08,2023-06-11,TECH6763,6,Scheduled oil sampling and dissolved gas analysis (DGA) on 33kV power transformer. Results pending laboratory analysis.,Insulation resistance below threshold — recommend replacement before next scheduled maintenance cycle.,No materials consumed — inspection and condition assessment only.,312578.04,False
WO-E5BAB064,76cbda41-3b28-4ad1-b7e5-ce007a53fd1f,inspection,P3,completed,2025-11-16,2025-12-31,TECH5275,3,Commission new protection scheme for ring feed arrangement — loop automation configuration and testing.,Corrosion found on earth rod connection — cleaned and re-terminated. Measured resistance: 7.2 Ω (within 10 Ω limit).,No materials consumed — inspection and condition assessment only.,2452.37,False
WO-5BB85F93,7fee4e09-0d50-491a-9d57-d24a43e41650,repair,P4,completed,2022-10-08,2022-12-24,TECH6247,3,Replace deteriorated conductor on 300 m span — conductor grade reduced from AAAC to below acceptable limit.,"Meter reading discrepancy noted — field check confirms meter operating correctly, likely data comms issue at head-end.",No materials consumed — inspection and condition assessment only.,12938.98,False
WO-BD1C2D1A,f18e4612-4e72-4956-8679-9a9ada900fe2,inspection,P3,completed,2024-01-28,2024-03-01,TECH1346,3,"Switchgear maintenance: lubrication of mechanism, contact resistance measurement, SF6 pressure check.",Three fuse links approaching end of service life — replacement scheduled within 30 days.,No materials consumed — inspection and condition assessment only.,1355.97,False
WO-7142E981,e6ae811a-ad88-4f87-9b44-c63a623ed1b3,inspection,P3,completed,2025-08-03,2025-09-18,TECH9638,4,"Ground-level visual inspection of pole line — check for storm damage, vegetation encroachment, and structural defects.",Minor bird nesting detected in cable management duct — removed and deterrent installed.,No materials consumed — inspection and condition assessment only.,5908.74,False
WO-F7687ED9,874c49ab-a90b-44ba-b2db-9c660e37d492,repair,P2,completed,2022-06-02,2022-06-08,TECH8887,2,Cable joint excavation and re-termination at 66kV underground circuit following water ingress identification.,Two intermediate cross-arms showing advanced weathering. Replacement required within 6 months to maintain clearance.,Protection relay — Schneider MiCOM P14D; CT secondary test plugs.,8740.88,False
WO-87DC1B33,f6864439-2fc0-451b-b315-640534d0bd05,inspection,P3,completed,2022-12-06,2022-12-29,TECH1759,2,Clean and test protection relay — calibrate overcurrent and earth-fault trip thresholds per current settings file.,Minor bird nesting detected in cable management duct — removed and deterrent installed.,No materials consumed — inspection and condition assessment only.,1254.16,False
WO-A379CAA9,26fd7e4a-52be-49c9-a458-6b779322fa81,replacement,P3,completed,2025-01-15,2025-03-09,TECH3528,3,Commission new protection scheme for ring feed arrangement — loop automation configuration and testing.,Structure footing exposed by erosion — restore with compacted fill and inspect after next rainfall event.,Spacers — oval-profile 11kV bundled conductor spacer (40 off); installation tool.,37174.22,True
WO-D9054B81,cafeab1f-1ef5-4369-989a-4df9f15dee1d,repair,P3,completed,2022-01-01,2022-02-11,TECH2843,2,Install overhead line spacers on bundled conductor to prevent clashing in high-wind conditions.,Structure footing exposed by erosion — restore with compacted fill and inspect after next rainfall event.,Earth rod — copper-bonded 16mm x 1.5m (2 off); compression coupler; driving cap.,6178.08,False
WO-A31A1E85,5ae378d2-a393-4b6f-b751-7b2bed2d4080,repair,P1,completed,2024-02-22,2024-02-22,TECH2423,3,Commission new protection scheme for ring feed arrangement — loop automation configuration and testing.,Insulation resistance below threshold — recommend replacement before next scheduled maintenance cycle.,No materials consumed — inspection and condition assessment only.,27280.64,False
WO-27F2D972,5b524a22-6f2c-4313-9d72-ce845befd033,inspection,P1,completed,2023-03-16,2023-03-16,TECH4137,2,Inspection and torque-check of all bolted connections on 132kV bus section following conductor galloping incident.,All connections within specification. No evidence of partial discharge or tracking on insulators.,No materials consumed — inspection and condition assessment only.,2291.75,False
WO-592A37F2,532d13ed-af38-4a22-8fd5-2ad13860f853,inspection,P2,completed,2025-04-21,2025-04-26,TECH2546,3,Install overhead line spacers on bundled conductor to prevent clashing in high-wind conditions.,"Meter reading discrepancy noted — field check confirms meter operating correctly, likely data comms issue at head-end.",No materials consumed — inspection and condition assessment only.,1323.49,False
WO-F7FF191F,80119fb4-fcd2-4991-acec-3ad50b911fc8,inspection,P4,completed,2023-09-28,2023-10-26,TECH6723,2,Inspection and torque-check of all bolted connections on 132kV bus section following conductor galloping incident.,OLTC mechanism stiff on positions 3 and 4. Apply approved lubricant — retest confirmed full range of travel.,No materials consumed — inspection and condition assessment only.,896.71,False
WO-BAE7ED5F,1b0f4488-167e-476c-b791-cbbabb5ea54a,emergency,P2,completed,2025-01-06,2025-01-10,TECH5483,4,Commission new protection scheme for ring feed arrangement — loop automation configuration and testing.,Oil sample shows elevated dissolved hydrogen: 85 ppm. Repeat DGA in 3 months; schedule investigation if trend continues.,"Cable joint kit — heat-shrink straight joint, 11kV XLPE (2 off); joint compound.",104995.37,False
WO-71050BD5,aa964f7d-0780-46d5-af56-64e0ca634d70,repair,P4,completed,2024-06-12,2024-11-23,TECH4164,4,Battery string replacement in protection DC system — individual cell voltage and internal resistance within specification.,No defects found. Asset in good condition. Recommend next scheduled inspection in 12 months.,Fuse links — 100A HRC (12 off); fuse carriers; insulating gloves.,11986.57,False
WO-05F553F3,5e6bb0d4-d098-4ea4-b653-54ff0904d5c3,inspection,P2,in_progress,2023-02-14,,TECH2118,3,Earth testing of transmission tower footings — ensure resistance below 10 Ω per specification.,Protection relay trip time confirmed within tolerance. Settings match approved coordination study.,No materials consumed — inspection and condition assessment only.,2169.82,False
WO-E25EA05F,f02e9ffe-49a9-4604-b805-297cbc1e4752,inspection,P4,in_progress,2022-05-21,,TECH7093,2,Scheduled oil sampling and dissolved gas analysis (DGA) on 33kV power transformer. Results pending laboratory analysis.,"Meter reading discrepancy noted — field check confirms meter operating correctly, likely data comms issue at head-end.",No materials consumed — inspection and condition assessment only.,2977.88,False
WO-F4CF3859,2a9686d0-0f5b-4371-9395-0a07cec3f630,inspection,P3,completed,2024-10-30,2024-10-30,TECH1351,4,Replace deteriorated conductor on 300 m span — conductor grade reduced from AAAC to below acceptable limit.,Two intermediate cross-arms showing advanced weathering. Replacement required within 6 months to maintain clearance.,No materials consumed — inspection and condition assessment only.,4908.25,True
WO-934A9B5E,a7736144-27aa-4a1b-a24d-d827b8db4093,inspection,P4,completed,2022-01-09,2022-04-30,TECH9437,5,Cable joint excavation and re-termination at 66kV underground circuit following water ingress identification.,Insulation resistance below threshold — recommend replacement before next scheduled maintenance cycle.,No materials consumed — inspection and condition assessment only.,2017.26,False
WO-D0D9D2ED,72998185-3530-41b2-b812-a5d639088131,inspection,P4,completed,2025-05-10,2025-09-13,TECH4771,4,Replace all primary fuse links on overhead distribution feeder following end-of-life assessment.,Protection relay trip time confirmed within tolerance. Settings match approved coordination study.,No materials consumed — inspection and condition assessment only.,2135.51,True
WO-648396E5,6258e6f8-1655-462d-bbb7-fe44bb74b686,repair,P2,completed,2023-03-29,2023-04-07,TECH9723,2,"Switchgear maintenance: lubrication of mechanism, contact resistance measurement, SF6 pressure check.",Three fuse links approaching end of service life — replacement scheduled within 30 days.,SCADA RTU backup battery — 12V 7Ah sealed lead-acid (4 off).,9929.43,False
WO-0D4AE017,f18e4612-4e72-4956-8679-9a9ada900fe2,inspection,P4,completed,2023-02-03,2023-04-10,TECH9650,4,Battery string replacement in protection DC system — individual cell voltage and internal resistance within specification.,Protection relay trip time confirmed within tolerance. Settings match approved coordination study.,No materials consumed — inspection and condition assessment only.,5028.18,True
WO-02778D6A,4e238db6-e45f-41fe-8dca-d44bf386cc6e,repair,P3,completed,2023-12-29,2024-01-17,TECH8281,2,SCADA RTU battery replacement — UPS autonomy test passed post-replacement.,Cable sheath integrity verified — no evidence of moisture ingress. Joint resealed with approved compound.,No materials consumed — inspection and condition assessment only.,6478.43,False
WO-B1F6E8DF,bbd04356-9a7f-4250-bf7b-65319cdce822,repair,P4,completed,2022-07-22,2022-07-29,TECH3823,3,Cable joint excavation and re-termination at 66kV underground circuit following water ingress identification.,Oil sample shows elevated dissolved hydrogen: 85 ppm. Repeat DGA in 3 months; schedule investigation if trend continues.,Spacers — oval-profile 11kV bundled conductor spacer (40 off); installation tool.,15644.2,True
WO-B4110D27,71271c5b-9b6a-4b8e-86e7-1e90b846c233,repair,P2,completed,2022-10-26,2022-11-05,TECH3345,5,"Substation security audit — CCTV operational, perimeter fencing integrity, lock audit.",Insulation resistance below threshold — recommend replacement before next scheduled maintenance cycle.,"Cross-arm hardwood Class 2, 2.4m (4 off); bolts and washers; galvanised staples.",18756.65,False
WO-BC7AA72F,ec638a72-f4d5-4bb2-a58f-66218e3e8f91,repair,P3,completed,2023-06-20,2023-07-09,TECH6374,4,"Switchgear maintenance: lubrication of mechanism, contact resistance measurement, SF6 pressure check.",No defects found. Asset in good condition. Recommend next scheduled inspection in 12 months.,SCADA RTU backup battery — 12V 7Ah sealed lead-acid (4 off).,36277.48,False
WO-8A5CBDDE,1b0f4488-167e-476c-b791-cbbabb5ea54a,replacement,P2,in_progress,2024-01-02,,TECH9951,1,Inspection and torque-check of all bolted connections on 132kV bus section following conductor galloping incident.,Structure footing exposed by erosion — restore with compacted fill and inspect after next rainfall event.,"Cable joint kit — heat-shrink straight joint, 11kV XLPE (2 off); joint compound.",23088.57,False
WO-59D1B4F8,8c53bd82-c1f0-4638-8f3f-6a776438ed8c,replacement,P3,completed,2022-07-08,2022-08-23,TECH7128,4,Inspection and torque-check of all bolted connections on 132kV bus section following conductor galloping incident.,No defects found. Asset in good condition. Recommend next scheduled inspection in 12 months.,Earth rod — copper-bonded 16mm x 1.5m (2 off); compression coupler; driving cap.,66643.75,False
WO-F6171AD5,79462e5d-d84c-49de-b292-da06c3207e7a,repair,P3,completed,2023-11-06,2023-11-23,TECH2763,5,Install overhead line spacers on bundled conductor to prevent clashing in high-wind conditions.,OLTC mechanism stiff on positions 3 and 4. Apply approved lubricant — retest confirmed full range of travel.,"Transformer oil — IEC 60296 mineral, 800 L; degassing and reconditioning reagents.",12374.63,True
WO-9E258766,15417738-cd6c-476f-a4a5-a73cbbf56c46,emergency,P1,completed,2023-09-29,2023-10-01,TECH3865,5,"Ground-level visual inspection of pole line — check for storm damage, vegetation encroachment, and structural defects.",Vegetation clearance adequate for current conditions. Note: summer growth may reduce clearance by October.,Earth rod — copper-bonded 16mm x 1.5m (2 off); compression coupler; driving cap.,81755.41,False
WO-6EA80318,fcd82585-6b2a-4812-934e-3fb832ff6379,repair,P4,completed,2023-06-26,2023-09-26,TECH7341,1,SCADA RTU battery replacement — UPS autonomy test passed post-replacement.,"Meter reading discrepancy noted — field check confirms meter operating correctly, likely data comms issue at head-end.","Conductor — ACSR Lark 150mm², 200m; 6 x strain insulators; compression fittings.",1638.84,False
WO-515CA812,8df27224-0438-4c0d-8eae-5f58ce99bb0c,repair,P4,completed,2024-01-29,2024-07-03,TECH2801,3,Scheduled oil sampling and dissolved gas analysis (DGA) on 33kV power transformer. Results pending laboratory analysis.,All connections within specification. No evidence of partial discharge or tracking on insulators.,"Battery cells — 2V, 200Ah valve-regulated lead-acid (12 off); terminal grease.",15053.17,True
WO-FF71C72C,e0a45148-a291-4b20-a716-572819998f91,replacement,P3,open,2022-10-01,,TECH3095,3,"Emergency repair to storm-damaged pole — excavate, set, and back-fill new Class 3 hardwood pole.",,"Battery cells — 2V, 200Ah valve-regulated lead-acid (12 off); terminal grease.",70484.87,False
WO-A6C2531A,3662fc2d-ed7c-4750-a6ca-f9b8f4903caf,inspection,P2,completed,2024-11-30,2024-11-30,TECH1829,3,Reconductor 2.5 km section of rural feeder — upgrade to larger conductor size to improve voltage regulation.,No defects found. Asset in good condition. Recommend next scheduled inspection in 12 months.,No materials consumed — inspection and condition assessment only.,3196.48,False
WO-F99EFA6E,13fc65dd-bfec-41a6-83f3-12776de25c9a,repair,P2,completed,2025-06-22,2025-06-28,TECH7165,2,"Substation security audit — CCTV operational, perimeter fencing integrity, lock audit.","Meter reading discrepancy noted — field check confirms meter operating correctly, likely data comms issue at head-end.",SF6 gas — grade 2.8 industrial (5 kg); refill adapter; leak detector.,7040.14,False
WO-7D0E35F4,01a25e6d-7728-4f56-b6fb-0ca421baa2de,emergency,P2,completed,2024-12-10,2024-12-19,TECH9399,3,Install overhead line spacers on bundled conductor to prevent clashing in high-wind conditions.,Corrosion found on earth rod connection — cleaned and re-terminated. Measured resistance: 7.2 Ω (within 10 Ω limit).,Spacers — oval-profile 11kV bundled conductor spacer (40 off); installation tool.,125150.65,True
WO-FCE45FFC,e5532aea-4a31-46eb-abfe-3c6071448d31,repair,P2,completed,2024-12-19,2024-12-27,TECH4739,2,Battery string replacement in protection DC system — individual cell voltage and internal resistance within specification.,Corrosion found on earth rod connection — cleaned and re-terminated. Measured resistance: 7.2 Ω (within 10 Ω limit).,"Cross-arm hardwood Class 2, 2.4m (4 off); bolts and washers; galvanised staples.",16956.45,True
WO-CF3CF840,8df27224-0438-4c0d-8eae-5f58ce99bb0c,emergency,P1,in_progress,2024-02-12,,TECH8924,2,Battery string replacement in protection DC system — individual cell voltage and internal resistance within specification.,Three fuse links approaching end of service life — replacement scheduled within 30 days.,"Cross-arm hardwood Class 2, 2.4m (4 off); bolts and washers; galvanised staples.",38316.37,False
WO-A1DF993A,608a250f-475a-4c28-a190-4fe567363223,inspection,P3,completed,2024-06-11,2024-07-17,TECH6672,3,Earth testing of transmission tower footings — ensure resistance below 10 Ω per specification.,Vegetation clearance adequate for current conditions. Note: summer growth may reduce clearance by October.,No materials consumed — inspection and condition assessment only.,3850.0,False
WO-CF52DC7B,73e1d0a4-9789-477f-b0a1-12ea0212be00,repair,P3,completed,2023-01-02,2023-02-08,TECH6980,3,SCADA RTU battery replacement — UPS autonomy test passed post-replacement.,Corrosion found on earth rod connection — cleaned and re-terminated. Measured resistance: 7.2 Ω (within 10 Ω limit).,"Conductor — ACSR Lark 150mm², 200m; 6 x strain insulators; compression fittings.",14276.76,False
WO-9A08BC4F,b516b81e-2197-41a5-9686-6903daab4e41,replacement,P3,completed,2022-03-03,2022-05-01,TECH9913,1,Annual thermographic inspection of 11kV ring main unit — all connections within acceptable temperature limits.,"Meter reading discrepancy noted — field check confirms meter operating correctly, likely data comms issue at head-end.",Protection relay — Schneider MiCOM P14D; CT secondary test plugs.,14580.23,False
WO-A712E55B,64172501-82c2-4461-9502-1115435f9471,repair,P3,completed,2024-05-31,2024-06-19,TECH1211,2,Install overhead line spacers on bundled conductor to prevent clashing in high-wind conditions.,Corrosion found on earth rod connection — cleaned and re-terminated. Measured resistance: 7.2 Ω (within 10 Ω limit).,"Battery cells — 2V, 200Ah valve-regulated lead-acid (12 off); terminal grease.",14727.3,True
WO-6C3FDA46,c5c3531a-1da1-4e22-b42f-79eaa1f8ab97,inspection,P2,completed,2023-01-14,2023-01-16,TECH6941,4,Annual thermographic inspection of 11kV ring main unit — all connections within acceptable temperature limits.,"Meter reading discrepancy noted — field check confirms meter operating correctly, likely data comms issue at head-end.",No materials consumed — inspection and condition assessment only.,1974.95,False
WO-9E5C70D4,e53bc937-8799-4815-8fd8-1ae0ddb8e4de,emergency,P1,completed,2025-04-06,2025-04-08,TECH1988,4,Earth testing of transmission tower footings — ensure resistance below 10 Ω per specification.,Protection relay trip time confirmed within tolerance. Settings match approved coordination study.,No materials consumed — inspection and condition assessment only.,55212.72,True
WO-298730CA,be457536-780d-427a-9304-22e11fb61f41,inspection,P3,completed,2024-06-25,2024-07-23,TECH1510,1,"Substation security audit — CCTV operational, perimeter fencing integrity, lock audit.","Meter reading discrepancy noted — field check confirms meter operating correctly, likely data comms issue at head-end.",No materials consumed — inspection and condition assessment only.,682.75,False
