report_id,report_type,reporting_period,region,jurisdiction,submission_date,submitted_by,status,report_content,compliance_status
RPT-40361EB2,SAIFI_annual,FY2324,VIC,VIC,2025-09-20,L.Anderson@corp.com.au,accepted,"Annual SAIFI Performance Summary — Financial Year FY2324. System Average Interruption Frequency Index: 0.6748 interruptions per customer. Regulatory target: 139.9000 interruptions per customer. Status: within. Total customer-interruptions recorded: 10,093. Frequency performance improvement of 11.1% achieved compared to prior year through targeted pole-line vegetation management programme and overhead line automation upgrades. Detailed event-level data appended as Schedule 1 per AER Electricity Distribution Network Service Providers Reporting Guidelines. Report prepared by Network Regulation team and certified by General Manager Network Services.",compliant
RPT-EF21FB89,ESC_compliance,Q3-2024,VIC,VIC,2024-12-17,S.Mehta@regulation.com.au,submitted,"Energy and Water Ombudsman / ESC Compliance Report — Q3-2024. Submitted pursuant to Electricity Distribution Code s4.2 and Electricity Industry Act 2000 (Vic). Customer complaints received: 868. Complaints resolved within 10 business days: 100%. Unplanned interruptions — guaranteed service levels met: 96%. GSL payments made: 8 totalling $13,694. Wrongful disconnection events: 3. Hardship programme enrolments: 3,262. Planned interruption notice compliance: 97% (minimum 4 business days' notice). Privacy compliance: no reportable data breaches under the Privacy Act 1988 during the period. Report certified by Chief Regulatory Officer and submitted via ESC Online portal.",non_compliant
RPT-3795364E,SAIFI_annual,FY2324,QLD,QLD,2025-04-10,D.O'Brien@regulation.com.au,accepted,"Annual SAIFI Performance Summary — Financial Year FY2324. System Average Interruption Frequency Index: 1.5869 interruptions per customer. Regulatory target: 137.5000 interruptions per customer. Status: within. Total customer-interruptions recorded: 148,858. Frequency performance improvement of -4.1% achieved compared to prior year through targeted pole-line vegetation management programme and overhead line automation upgrades. Detailed event-level data appended as Schedule 1 per AER Electricity Distribution Network Service Providers Reporting Guidelines. Report prepared by Network Regulation team and certified by General Manager Network Services.",pending_review
RPT-3DA29724,AEMO_market,Q1-2022,NSW,AEMO,2025-05-17,F.Nakamura@corp.com.au,accepted,"AEMO Market Operations Report — Q1-2022. Submitted in accordance with NER clause 3.7.4 and AEMO Participant Guidelines. Total metered energy injected to NEM: 2934.0 GWh. Demand response activations: 20 events, total volume 341.9 MWh. Frequency performance: 98.8% of settlement intervals within ±0.15 Hz. Dispatch non-compliance events: 8. Causer pays liability for period: $146,994. Market systems availability: 99.93%. Data quality validation completed; no material errors or omissions identified. All metering data submitted within statutory timeframes.",compliant
RPT-7059D25D,AER_performance,FY2425,SA,SA,2024-06-02,P.Kavanagh@network.com.au,draft,"AER Annual Performance Report — FY2425. Submitted pursuant to the National Electricity Rules clause 7.3.1 and Distribution Determination obligations. Capital expenditure for the period: $83.7M (approved allowance: $79.6M). Operating expenditure: $143.0M (approved allowance: $151.4M). Network reliability: SAIDI 116.36 min (target 100.1 min), SAIFI 0.9571 (target 1.5795). Customer complaints: 1625 (prior year: 2453). Demand-side participation programme enrolled 3,975 customers, reducing peak demand by 57.7 MW. Pricing methodology compliant with approved tariff structure statement.",non_compliant
RPT-319D3709,AER_performance,FY2324,NSW,NSW,2024-01-01,F.Nakamura@corp.com.au,accepted,"AER Annual Performance Report — FY2324. Submitted pursuant to the National Electricity Rules clause 7.3.1 and Distribution Determination obligations. Capital expenditure for the period: $302.0M (approved allowance: $344.9M). Operating expenditure: $179.1M (approved allowance: $196.3M). Network reliability: SAIDI 102.00 min (target 134.9 min), SAIFI 1.2326 (target 1.3741). Customer complaints: 1365 (prior year: 1147). Demand-side participation programme enrolled 6,891 customers, reducing peak demand by 68.7 MW. Pricing methodology compliant with approved tariff structure statement.",compliant
RPT-082A895A,SAIFI_annual,FY2425,SA,SA,2025-06-27,D.O'Brien@regulation.com.au,accepted,"Annual SAIFI Performance Summary — Financial Year FY2425. System Average Interruption Frequency Index: 0.4865 interruptions per customer. Regulatory target: 105.0000 interruptions per customer. Status: within. Total customer-interruptions recorded: 196,376. Frequency performance improvement of 11.4% achieved compared to prior year through targeted pole-line vegetation management programme and overhead line automation upgrades. Detailed event-level data appended as Schedule 1 per AER Electricity Distribution Network Service Providers Reporting Guidelines. Report prepared by Network Regulation team and certified by General Manager Network Services.",compliant
RPT-CFB9C562,AEMO_market,Q4-2025,QLD,AEMO,2026-01-30,L.Anderson@corp.com.au,accepted,"AEMO Market Operations Report — Q4-2025. Submitted in accordance with NER clause 3.7.4 and AEMO Participant Guidelines. Total metered energy injected to NEM: 2538.2 GWh. Demand response activations: 13 events, total volume 430.9 MWh. Frequency performance: 96.0% of settlement intervals within ±0.15 Hz. Dispatch non-compliance events: 9. Causer pays liability for period: $193,110. Market systems availability: 99.61%. Data quality validation completed; no material errors or omissions identified. All metering data submitted within statutory timeframes.",compliant
RPT-29479E12,SAIFI_annual,FY2425,NSW,NSW,2025-08-09,F.Nakamura@corp.com.au,accepted,"Annual SAIFI Performance Summary — Financial Year FY2425. System Average Interruption Frequency Index: 0.6296 interruptions per customer. Regulatory target: 127.2000 interruptions per customer. Status: within. Total customer-interruptions recorded: 105,760. Frequency performance improvement of -3.3% achieved compared to prior year through targeted pole-line vegetation management programme and overhead line automation upgrades. Detailed event-level data appended as Schedule 1 per AER Electricity Distribution Network Service Providers Reporting Guidelines. Report prepared by Network Regulation team and certified by General Manager Network Services.",pending_review
RPT-8BC5F897,AER_performance,FY2425,SA,SA,2025-07-25,P.Kavanagh@network.com.au,submitted,"AER Annual Performance Report — FY2425. Submitted pursuant to the National Electricity Rules clause 7.3.1 and Distribution Determination obligations. Capital expenditure for the period: $360.1M (approved allowance: $347.2M). Operating expenditure: $161.9M (approved allowance: $150.8M). Network reliability: SAIDI 59.80 min (target 80.5 min), SAIFI 0.7907 (target 1.8744). Customer complaints: 1414 (prior year: 2279). Demand-side participation programme enrolled 7,539 customers, reducing peak demand by 52.2 MW. Pricing methodology compliant with approved tariff structure statement.",compliant
RPT-DCED1667,AER_performance,FY2425,SA,SA,2024-06-13,P.Kavanagh@network.com.au,accepted,"AER Annual Performance Report — FY2425. Submitted pursuant to the National Electricity Rules clause 7.3.1 and Distribution Determination obligations. Capital expenditure for the period: $299.8M (approved allowance: $316.1M). Operating expenditure: $149.8M (approved allowance: $167.2M). Network reliability: SAIDI 26.34 min (target 87.8 min), SAIFI 1.0495 (target 1.4278). Customer complaints: 1085 (prior year: 1734). Demand-side participation programme enrolled 5,760 customers, reducing peak demand by 64.7 MW. Pricing methodology compliant with approved tariff structure statement.",pending_review
RPT-8F15DD5F,SAIDI_monthly,2022-02,VIC,VIC,2025-06-16,R.Krishnamurthy@network.com.au,accepted,"Monthly SAIDI Performance Report — 2022-02. Total System Average Interruption Duration Index for the reporting period: 105.15 minutes. Target threshold per Distribution Licence Condition 7.3: 81.1 minutes. Performance is exceeding target. Major contributing event categories: equipment failure (28%), weather-related (37%), vegetation (35%). Three significant outage events contributed 36% of total SAIDI. Corrective action plans active for reliability hotspot feeders F47-VIC and F83-VIC. Next reporting period data to be submitted by the 15th of the following month in accordance with AER reporting guidelines.",compliant
RPT-A2FBF91A,AEMO_market,Q3-2024,VIC,AEMO,2024-11-03,S.Mehta@regulation.com.au,accepted,"AEMO Market Operations Report — Q3-2024. Submitted in accordance with NER clause 3.7.4 and AEMO Participant Guidelines. Total metered energy injected to NEM: 1704.7 GWh. Demand response activations: 1 events, total volume 315.1 MWh. Frequency performance: 95.6% of settlement intervals within ±0.15 Hz. Dispatch non-compliance events: 10. Causer pays liability for period: $197,906. Market systems availability: 99.95%. Data quality validation completed; no material errors or omissions identified. All metering data submitted within statutory timeframes.",compliant
RPT-B2D5D818,SAIFI_annual,FY2324,NSW,NSW,2023-07-24,S.Mehta@regulation.com.au,draft,"Annual SAIFI Performance Summary — Financial Year FY2324. System Average Interruption Frequency Index: 1.5935 interruptions per customer. Regulatory target: 112.0000 interruptions per customer. Status: within. Total customer-interruptions recorded: 176,875. Frequency performance improvement of 12.6% achieved compared to prior year through targeted pole-line vegetation management programme and overhead line automation upgrades. Detailed event-level data appended as Schedule 1 per AER Electricity Distribution Network Service Providers Reporting Guidelines. Report prepared by Network Regulation team and certified by General Manager Network Services.",non_compliant
RPT-A8D2E4D4,AEMO_market,Q3-2023,NSW,AEMO,2025-06-24,J.Thornton@network.com.au,accepted,"AEMO Market Operations Report — Q3-2023. Submitted in accordance with NER clause 3.7.4 and AEMO Participant Guidelines. Total metered energy injected to NEM: 3912.1 GWh. Demand response activations: 13 events, total volume 48.2 MWh. Frequency performance: 99.4% of settlement intervals within ±0.15 Hz. Dispatch non-compliance events: 9. Causer pays liability for period: $9,194. Market systems availability: 99.77%. Data quality validation completed; no material errors or omissions identified. All metering data submitted within statutory timeframes.",compliant
RPT-57C5A978,SAIDI_monthly,2024-07,QLD,QLD,2024-10-07,F.Nakamura@corp.com.au,submitted,"Monthly SAIDI Performance Report — 2024-07. Total System Average Interruption Duration Index for the reporting period: 57.54 minutes. Target threshold per Distribution Licence Condition 7.3: 109.3 minutes. Performance is within target. Major contributing event categories: equipment failure (29%), weather-related (33%), vegetation (38%). Three significant outage events contributed 57% of total SAIDI. Corrective action plans active for reliability hotspot feeders F47-QLD and F83-QLD. Next reporting period data to be submitted by the 15th of the following month in accordance with AER reporting guidelines.",compliant
RPT-D8E161BF,AER_performance,FY2425,WA,WA,2025-12-01,A.Vasquez@network.com.au,submitted,"AER Annual Performance Report — FY2425. Submitted pursuant to the National Electricity Rules clause 7.3.1 and Distribution Determination obligations. Capital expenditure for the period: $330.4M (approved allowance: $335.3M). Operating expenditure: $93.0M (approved allowance: $105.7M). Network reliability: SAIDI 50.27 min (target 119.7 min), SAIFI 0.6607 (target 1.7953). Customer complaints: 1228 (prior year: 446). Demand-side participation programme enrolled 1,648 customers, reducing peak demand by 27.6 MW. Pricing methodology compliant with approved tariff structure statement.",compliant
RPT-09CB835E,SAIFI_annual,FY2526,WA,WA,2025-07-25,R.Krishnamurthy@network.com.au,submitted,"Annual SAIFI Performance Summary — Financial Year FY2526. System Average Interruption Frequency Index: 1.3152 interruptions per customer. Regulatory target: 137.3000 interruptions per customer. Status: within. Total customer-interruptions recorded: 55,606. Frequency performance improvement of 12.7% achieved compared to prior year through targeted pole-line vegetation management programme and overhead line automation upgrades. Detailed event-level data appended as Schedule 1 per AER Electricity Distribution Network Service Providers Reporting Guidelines. Report prepared by Network Regulation team and certified by General Manager Network Services.",compliant
RPT-7569478E,AER_performance,FY2223,NSW,NSW,2022-08-25,L.Anderson@corp.com.au,accepted,"AER Annual Performance Report — FY2223. Submitted pursuant to the National Electricity Rules clause 7.3.1 and Distribution Determination obligations. Capital expenditure for the period: $324.4M (approved allowance: $295.5M). Operating expenditure: $117.3M (approved allowance: $114.4M). Network reliability: SAIDI 111.74 min (target 138.9 min), SAIFI 1.5930 (target 1.4239). Customer complaints: 2779 (prior year: 2449). Demand-side participation programme enrolled 1,094 customers, reducing peak demand by 56.5 MW. Pricing methodology compliant with approved tariff structure statement.",non_compliant
RPT-A3775B26,AEMO_market,Q2-2024,VIC,AEMO,2025-04-07,J.Thornton@network.com.au,submitted,"AEMO Market Operations Report — Q2-2024. Submitted in accordance with NER clause 3.7.4 and AEMO Participant Guidelines. Total metered energy injected to NEM: 2316.8 GWh. Demand response activations: 3 events, total volume 85.2 MWh. Frequency performance: 99.9% of settlement intervals within ±0.15 Hz. Dispatch non-compliance events: 7. Causer pays liability for period: $198,977. Market systems availability: 99.44%. Data quality validation completed; no material errors or omissions identified. All metering data submitted within statutory timeframes.",compliant
RPT-41459336,SAIDI_monthly,2025-09,SA,SA,2025-10-31,R.Krishnamurthy@network.com.au,submitted,"Monthly SAIDI Performance Report — 2025-09. Total System Average Interruption Duration Index for the reporting period: 45.64 minutes. Target threshold per Distribution Licence Condition 7.3: 126.6 minutes. Performance is within target. Major contributing event categories: equipment failure (30%), weather-related (40%), vegetation (30%). Three significant outage events contributed 32% of total SAIDI. Corrective action plans active for reliability hotspot feeders F47-SA and F83-SA. Next reporting period data to be submitted by the 15th of the following month in accordance with AER reporting guidelines.",compliant
RPT-765F4B72,AEMO_market,Q4-2023,SA,AEMO,2024-02-10,D.O'Brien@regulation.com.au,submitted,"AEMO Market Operations Report — Q4-2023. Submitted in accordance with NER clause 3.7.4 and AEMO Participant Guidelines. Total metered energy injected to NEM: 4601.0 GWh. Demand response activations: 9 events, total volume 15.0 MWh. Frequency performance: 98.6% of settlement intervals within ±0.15 Hz. Dispatch non-compliance events: 3. Causer pays liability for period: $152,613. Market systems availability: 99.78%. Data quality validation completed; no material errors or omissions identified. All metering data submitted within statutory timeframes.",compliant
RPT-7CD0EFDE,AEMO_market,Q2-2025,WA,AEMO,2026-01-08,S.Mehta@regulation.com.au,accepted,"AEMO Market Operations Report — Q2-2025. Submitted in accordance with NER clause 3.7.4 and AEMO Participant Guidelines. Total metered energy injected to NEM: 797.5 GWh. Demand response activations: 14 events, total volume 390.5 MWh. Frequency performance: 96.4% of settlement intervals within ±0.15 Hz. Dispatch non-compliance events: 2. Causer pays liability for period: $40,500. Market systems availability: 99.75%. Data quality validation completed; no material errors or omissions identified. All metering data submitted within statutory timeframes.",compliant
RPT-85731AA5,ESC_compliance,Q2-2025,VIC,VIC,2025-05-27,P.Kavanagh@network.com.au,accepted,"Energy and Water Ombudsman / ESC Compliance Report — Q2-2025. Submitted pursuant to Electricity Distribution Code s4.2 and Electricity Industry Act 2000 (Vic). Customer complaints received: 1593. Complaints resolved within 10 business days: 94%. Unplanned interruptions — guaranteed service levels met: 94%. GSL payments made: 163 totalling $9,834. Wrongful disconnection events: 3. Hardship programme enrolments: 298. Planned interruption notice compliance: 96% (minimum 4 business days' notice). Privacy compliance: no reportable data breaches under the Privacy Act 1988 during the period. Report certified by Chief Regulatory Officer and submitted via ESC Online portal.",compliant
RPT-8A3DD590,AER_performance,FY2223,WA,WA,2024-09-27,A.Vasquez@network.com.au,accepted,"AER Annual Performance Report — FY2223. Submitted pursuant to the National Electricity Rules clause 7.3.1 and Distribution Determination obligations. Capital expenditure for the period: $240.5M (approved allowance: $224.6M). Operating expenditure: $84.2M (approved allowance: $80.1M). Network reliability: SAIDI 85.63 min (target 115.2 min), SAIFI 1.4270 (target 1.8905). Customer complaints: 1272 (prior year: 1034). Demand-side participation programme enrolled 1,258 customers, reducing peak demand by 76.1 MW. Pricing methodology compliant with approved tariff structure statement.",compliant
RPT-841FD394,AEMO_market,Q3-2024,WA,AEMO,2025-12-29,R.Krishnamurthy@network.com.au,accepted,"AEMO Market Operations Report — Q3-2024. Submitted in accordance with NER clause 3.7.4 and AEMO Participant Guidelines. Total metered energy injected to NEM: 4341.8 GWh. Demand response activations: 0 events, total volume 454.5 MWh. Frequency performance: 95.8% of settlement intervals within ±0.15 Hz. Dispatch non-compliance events: 3. Causer pays liability for period: $89,876. Market systems availability: 99.17%. Data quality validation completed; no material errors or omissions identified. All metering data submitted within statutory timeframes.",compliant
RPT-EF3C918B,AEMO_market,Q2-2022,VIC,AEMO,2025-05-07,J.Thornton@network.com.au,accepted,"AEMO Market Operations Report — Q2-2022. Submitted in accordance with NER clause 3.7.4 and AEMO Participant Guidelines. Total metered energy injected to NEM: 4287.0 GWh. Demand response activations: 1 events, total volume 374.6 MWh. Frequency performance: 95.8% of settlement intervals within ±0.15 Hz. Dispatch non-compliance events: 5. Causer pays liability for period: $148,413. Market systems availability: 99.96%. Data quality validation completed; no material errors or omissions identified. All metering data submitted within statutory timeframes.",compliant
RPT-D8B24E6D,SAIFI_annual,FY2526,QLD,QLD,2025-10-12,S.Mehta@regulation.com.au,submitted,"Annual SAIFI Performance Summary — Financial Year FY2526. System Average Interruption Frequency Index: 1.6453 interruptions per customer. Regulatory target: 105.4000 interruptions per customer. Status: within. Total customer-interruptions recorded: 134,156. Frequency performance improvement of -2.8% achieved compared to prior year through targeted pole-line vegetation management programme and overhead line automation upgrades. Detailed event-level data appended as Schedule 1 per AER Electricity Distribution Network Service Providers Reporting Guidelines. Report prepared by Network Regulation team and certified by General Manager Network Services.",compliant
RPT-5566D44B,AER_performance,FY2526,QLD,QLD,2026-01-16,A.Vasquez@network.com.au,accepted,"AER Annual Performance Report — FY2526. Submitted pursuant to the National Electricity Rules clause 7.3.1 and Distribution Determination obligations. Capital expenditure for the period: $124.2M (approved allowance: $114.0M). Operating expenditure: $116.1M (approved allowance: $110.0M). Network reliability: SAIDI 85.61 min (target 134.8 min), SAIFI 1.2784 (target 1.8528). Customer complaints: 539 (prior year: 799). Demand-side participation programme enrolled 5,006 customers, reducing peak demand by 26.1 MW. Pricing methodology compliant with approved tariff structure statement.",compliant
RPT-432E296D,ESC_compliance,Q2-2023,VIC,VIC,2025-02-20,P.Kavanagh@network.com.au,submitted,"Energy and Water Ombudsman / ESC Compliance Report — Q2-2023. Submitted pursuant to Electricity Distribution Code s4.2 and Electricity Industry Act 2000 (Vic). Customer complaints received: 2269. Complaints resolved within 10 business days: 94%. Unplanned interruptions — guaranteed service levels met: 97%. GSL payments made: 48 totalling $13,983. Wrongful disconnection events: 0. Hardship programme enrolments: 3,208. Planned interruption notice compliance: 91% (minimum 4 business days' notice). Privacy compliance: no reportable data breaches under the Privacy Act 1988 during the period. Report certified by Chief Regulatory Officer and submitted via ESC Online portal.",compliant
RPT-E22B7E26,SAIDI_monthly,2022-08,VIC,VIC,2022-12-29,J.Thornton@network.com.au,accepted,"Monthly SAIDI Performance Report — 2022-08. Total System Average Interruption Duration Index for the reporting period: 96.55 minutes. Target threshold per Distribution Licence Condition 7.3: 136.1 minutes. Performance is within target. Major contributing event categories: equipment failure (31%), weather-related (34%), vegetation (35%). Three significant outage events contributed 54% of total SAIDI. Corrective action plans active for reliability hotspot feeders F47-VIC and F83-VIC. Next reporting period data to be submitted by the 15th of the following month in accordance with AER reporting guidelines.",compliant
RPT-0C04BE5D,ESC_compliance,Q1-2022,VIC,VIC,2022-09-30,C.Williamson@regulation.com.au,accepted,"Energy and Water Ombudsman / ESC Compliance Report — Q1-2022. Submitted pursuant to Electricity Distribution Code s4.2 and Electricity Industry Act 2000 (Vic). Customer complaints received: 1975. Complaints resolved within 10 business days: 94%. Unplanned interruptions — guaranteed service levels met: 99%. GSL payments made: 190 totalling $19,878. Wrongful disconnection events: 5. Hardship programme enrolments: 2,441. Planned interruption notice compliance: 93% (minimum 4 business days' notice). Privacy compliance: no reportable data breaches under the Privacy Act 1988 during the period. Report certified by Chief Regulatory Officer and submitted via ESC Online portal.",compliant
RPT-EC231E9B,ESC_compliance,Q3-2023,VIC,VIC,2025-07-02,A.Vasquez@network.com.au,accepted,"Energy and Water Ombudsman / ESC Compliance Report — Q3-2023. Submitted pursuant to Electricity Distribution Code s4.2 and Electricity Industry Act 2000 (Vic). Customer complaints received: 751. Complaints resolved within 10 business days: 88%. Unplanned interruptions — guaranteed service levels met: 99%. GSL payments made: 90 totalling $22,097. Wrongful disconnection events: 10. Hardship programme enrolments: 1,822. Planned interruption notice compliance: 96% (minimum 4 business days' notice). Privacy compliance: no reportable data breaches under the Privacy Act 1988 during the period. Report certified by Chief Regulatory Officer and submitted via ESC Online portal.",non_compliant
RPT-830E6454,AEMO_market,Q4-2023,VIC,AEMO,2023-10-13,A.Vasquez@network.com.au,submitted,"AEMO Market Operations Report — Q4-2023. Submitted in accordance with NER clause 3.7.4 and AEMO Participant Guidelines. Total metered energy injected to NEM: 3819.1 GWh. Demand response activations: 15 events, total volume 445.7 MWh. Frequency performance: 99.6% of settlement intervals within ±0.15 Hz. Dispatch non-compliance events: 9. Causer pays liability for period: $38,353. Market systems availability: 99.37%. Data quality validation completed; no material errors or omissions identified. All metering data submitted within statutory timeframes.",compliant
RPT-837DE02C,AER_performance,FY2223,WA,WA,2026-01-27,A.Vasquez@network.com.au,accepted,"AER Annual Performance Report — FY2223. Submitted pursuant to the National Electricity Rules clause 7.3.1 and Distribution Determination obligations. Capital expenditure for the period: $306.4M (approved allowance: $319.7M). Operating expenditure: $139.9M (approved allowance: $132.8M). Network reliability: SAIDI 43.63 min (target 102.1 min), SAIFI 0.7048 (target 1.7823). Customer complaints: 2512 (prior year: 637). Demand-side participation programme enrolled 3,208 customers, reducing peak demand by 5.2 MW. Pricing methodology compliant with approved tariff structure statement.",compliant
RPT-EE4E45C2,ESC_compliance,Q2-2022,VIC,VIC,2023-05-11,D.O'Brien@regulation.com.au,submitted,"Energy and Water Ombudsman / ESC Compliance Report — Q2-2022. Submitted pursuant to Electricity Distribution Code s4.2 and Electricity Industry Act 2000 (Vic). Customer complaints received: 2799. Complaints resolved within 10 business days: 95%. Unplanned interruptions — guaranteed service levels met: 95%. GSL payments made: 196 totalling $34,509. Wrongful disconnection events: 9. Hardship programme enrolments: 334. Planned interruption notice compliance: 95% (minimum 4 business days' notice). Privacy compliance: no reportable data breaches under the Privacy Act 1988 during the period. Report certified by Chief Regulatory Officer and submitted via ESC Online portal.",non_compliant
RPT-FB705A75,AEMO_market,Q2-2025,VIC,AEMO,2025-12-22,A.Vasquez@network.com.au,accepted,"AEMO Market Operations Report — Q2-2025. Submitted in accordance with NER clause 3.7.4 and AEMO Participant Guidelines. Total metered energy injected to NEM: 668.2 GWh. Demand response activations: 2 events, total volume 170.1 MWh. Frequency performance: 96.0% of settlement intervals within ±0.15 Hz. Dispatch non-compliance events: 2. Causer pays liability for period: $57,467. Market systems availability: 99.49%. Data quality validation completed; no material errors or omissions identified. All metering data submitted within statutory timeframes.",compliant
RPT-A9797EC3,AER_performance,FY2324,NSW,NSW,2024-05-30,A.Vasquez@network.com.au,accepted,"AER Annual Performance Report — FY2324. Submitted pursuant to the National Electricity Rules clause 7.3.1 and Distribution Determination obligations. Capital expenditure for the period: $286.6M (approved allowance: $263.9M). Operating expenditure: $66.7M (approved allowance: $75.8M). Network reliability: SAIDI 88.56 min (target 132.9 min), SAIFI 1.1049 (target 1.5602). Customer complaints: 1274 (prior year: 1027). Demand-side participation programme enrolled 4,037 customers, reducing peak demand by 71.1 MW. Pricing methodology compliant with approved tariff structure statement.",compliant
RPT-345BB8A3,ESC_compliance,Q1-2024,VIC,VIC,2025-08-24,L.Anderson@corp.com.au,accepted,"Energy and Water Ombudsman / ESC Compliance Report — Q1-2024. Submitted pursuant to Electricity Distribution Code s4.2 and Electricity Industry Act 2000 (Vic). Customer complaints received: 2450. Complaints resolved within 10 business days: 90%. Unplanned interruptions — guaranteed service levels met: 94%. GSL payments made: 110 totalling $386. Wrongful disconnection events: 4. Hardship programme enrolments: 2,301. Planned interruption notice compliance: 89% (minimum 4 business days' notice). Privacy compliance: no reportable data breaches under the Privacy Act 1988 during the period. Report certified by Chief Regulatory Officer and submitted via ESC Online portal.",compliant
RPT-6C2925FE,SAIDI_monthly,2025-09,WA,WA,2025-09-03,J.Thornton@network.com.au,submitted,"Monthly SAIDI Performance Report — 2025-09. Total System Average Interruption Duration Index for the reporting period: 114.76 minutes. Target threshold per Distribution Licence Condition 7.3: 87.4 minutes. Performance is exceeding target. Major contributing event categories: equipment failure (36%), weather-related (33%), vegetation (31%). Three significant outage events contributed 48% of total SAIDI. Corrective action plans active for reliability hotspot feeders F47-WA and F83-WA. Next reporting period data to be submitted by the 15th of the following month in accordance with AER reporting guidelines.",compliant
RPT-BFC22382,AEMO_market,Q1-2023,NSW,AEMO,2024-12-18,F.Nakamura@corp.com.au,accepted,"AEMO Market Operations Report — Q1-2023. Submitted in accordance with NER clause 3.7.4 and AEMO Participant Guidelines. Total metered energy injected to NEM: 4975.7 GWh. Demand response activations: 4 events, total volume 240.7 MWh. Frequency performance: 97.6% of settlement intervals within ±0.15 Hz. Dispatch non-compliance events: 5. Causer pays liability for period: $45,969. Market systems availability: 99.26%. Data quality validation completed; no material errors or omissions identified. All metering data submitted within statutory timeframes.",compliant
RPT-F5AA6224,SAIDI_monthly,2025-10,SA,SA,2026-01-22,P.Kavanagh@network.com.au,accepted,"Monthly SAIDI Performance Report — 2025-10. Total System Average Interruption Duration Index for the reporting period: 83.12 minutes. Target threshold per Distribution Licence Condition 7.3: 130.1 minutes. Performance is within target. Major contributing event categories: equipment failure (37%), weather-related (36%), vegetation (27%). Three significant outage events contributed 58% of total SAIDI. Corrective action plans active for reliability hotspot feeders F47-SA and F83-SA. Next reporting period data to be submitted by the 15th of the following month in accordance with AER reporting guidelines.",non_compliant
RPT-6B1A66C2,AER_performance,FY2425,QLD,QLD,2025-07-19,D.O'Brien@regulation.com.au,accepted,"AER Annual Performance Report — FY2425. Submitted pursuant to the National Electricity Rules clause 7.3.1 and Distribution Determination obligations. Capital expenditure for the period: $358.1M (approved allowance: $394.5M). Operating expenditure: $112.6M (approved allowance: $114.5M). Network reliability: SAIDI 101.58 min (target 95.4 min), SAIFI 0.8819 (target 1.6716). Customer complaints: 1173 (prior year: 1523). Demand-side participation programme enrolled 773 customers, reducing peak demand by 41.4 MW. Pricing methodology compliant with approved tariff structure statement.",compliant
RPT-3B331613,SAIDI_monthly,2024-02,QLD,QLD,2025-02-19,L.Anderson@corp.com.au,accepted,"Monthly SAIDI Performance Report — 2024-02. Total System Average Interruption Duration Index for the reporting period: 104.87 minutes. Target threshold per Distribution Licence Condition 7.3: 113.4 minutes. Performance is within target. Major contributing event categories: equipment failure (41%), weather-related (30%), vegetation (29%). Three significant outage events contributed 38% of total SAIDI. Corrective action plans active for reliability hotspot feeders F47-QLD and F83-QLD. Next reporting period data to be submitted by the 15th of the following month in accordance with AER reporting guidelines.",compliant
RPT-2193E6F7,ESC_compliance,Q1-2024,VIC,VIC,2025-10-25,P.Kavanagh@network.com.au,accepted,"Energy and Water Ombudsman / ESC Compliance Report — Q1-2024. Submitted pursuant to Electricity Distribution Code s4.2 and Electricity Industry Act 2000 (Vic). Customer complaints received: 2331. Complaints resolved within 10 business days: 97%. Unplanned interruptions — guaranteed service levels met: 92%. GSL payments made: 133 totalling $20,201. Wrongful disconnection events: 7. Hardship programme enrolments: 4,895. Planned interruption notice compliance: 98% (minimum 4 business days' notice). Privacy compliance: no reportable data breaches under the Privacy Act 1988 during the period. Report certified by Chief Regulatory Officer and submitted via ESC Online portal.",compliant
RPT-2C7E9DB4,SAIDI_monthly,2025-04,WA,WA,2025-10-13,L.Anderson@corp.com.au,accepted,"Monthly SAIDI Performance Report — 2025-04. Total System Average Interruption Duration Index for the reporting period: 58.30 minutes. Target threshold per Distribution Licence Condition 7.3: 111.8 minutes. Performance is within target. Major contributing event categories: equipment failure (35%), weather-related (38%), vegetation (27%). Three significant outage events contributed 59% of total SAIDI. Corrective action plans active for reliability hotspot feeders F47-WA and F83-WA. Next reporting period data to be submitted by the 15th of the following month in accordance with AER reporting guidelines.",compliant
RPT-86B7618A,SAIFI_annual,FY2324,NSW,NSW,2024-01-15,F.Nakamura@corp.com.au,submitted,"Annual SAIFI Performance Summary — Financial Year FY2324. System Average Interruption Frequency Index: 1.7130 interruptions per customer. Regulatory target: 104.0000 interruptions per customer. Status: within. Total customer-interruptions recorded: 69,552. Frequency performance improvement of 14.5% achieved compared to prior year through targeted pole-line vegetation management programme and overhead line automation upgrades. Detailed event-level data appended as Schedule 1 per AER Electricity Distribution Network Service Providers Reporting Guidelines. Report prepared by Network Regulation team and certified by General Manager Network Services.",compliant
RPT-49E77DF0,SAIFI_annual,FY2324,NSW,NSW,2024-05-08,S.Mehta@regulation.com.au,accepted,"Annual SAIFI Performance Summary — Financial Year FY2324. System Average Interruption Frequency Index: 1.1460 interruptions per customer. Regulatory target: 109.4000 interruptions per customer. Status: within. Total customer-interruptions recorded: 111,068. Frequency performance improvement of -2.2% achieved compared to prior year through targeted pole-line vegetation management programme and overhead line automation upgrades. Detailed event-level data appended as Schedule 1 per AER Electricity Distribution Network Service Providers Reporting Guidelines. Report prepared by Network Regulation team and certified by General Manager Network Services.",compliant
